COD_VAR;LIB_VAR;LIB_VAR_LONG;COD_MOD;LIB_MOD;TYPE_VAR;LONG_VAR
CODGEO;Code commune;Code commune;06010;Le Bar-sur-Loup;CHAR;5
CODGEO;Code commune;Code commune;06011;Beaulieu-sur-Mer;CHAR;5
CODGEO;Code commune;Code commune;06012;Beausoleil;CHAR;5
CODGEO;Code commune;Code commune;06013;Belvédère;CHAR;5
CODGEO;Code commune;Code commune;06014;Bendejun;CHAR;5
CODGEO;Code commune;Code commune;06015;Berre-les-Alpes;CHAR;5
CODGEO;Code commune;Code commune;06016;Beuil;CHAR;5
CODGEO;Code commune;Code commune;06017;Bézaudun-les-Alpes;CHAR;5
CODGEO;Code commune;Code commune;06018;Biot;CHAR;5
CODGEO;Code commune;Code commune;06019;Blausasc;CHAR;5
CODGEO;Code commune;Code commune;06020;La Bollène-Vésubie;CHAR;5
CODGEO;Code commune;Code commune;06021;Bonson;CHAR;5
CODGEO;Code commune;Code commune;06022;Bouyon;CHAR;5
CODGEO;Code commune;Code commune;06023;Breil-sur-Roya;CHAR;5
CODGEO;Code commune;Code commune;06024;Briançonnet;CHAR;5
CODGEO;Code commune;Code commune;06025;Le Broc;CHAR;5
CODGEO;Code commune;Code commune;06026;Cabris;CHAR;5
CODGEO;Code commune;Code commune;06027;Cagnes-sur-Mer;CHAR;5
CODGEO;Code commune;Code commune;06028;Caille;CHAR;5
CODGEO;Code commune;Code commune;06029;Cannes;CHAR;5
CODGEO;Code commune;Code commune;06030;Le Cannet;CHAR;5
CODGEO;Code commune;Code commune;06031;Cantaron;CHAR;5
CODGEO;Code commune;Code commune;06032;Cap-d'Ail;CHAR;5
CODGEO;Code commune;Code commune;06033;Carros;CHAR;5
CODGEO;Code commune;Code commune;06034;Castagniers;CHAR;5
CODGEO;Code commune;Code commune;06035;Castellar;CHAR;5
CODGEO;Code commune;Code commune;06036;Castillon;CHAR;5
CODGEO;Code commune;Code commune;06037;Caussols;CHAR;5
CODGEO;Code commune;Code commune;06038;Châteauneuf-Grasse;CHAR;5
CODGEO;Code commune;Code commune;06039;Châteauneuf-Villevieille;CHAR;5
CODGEO;Code commune;Code commune;06040;Châteauneuf-d'Entraunes;CHAR;5
CODGEO;Code commune;Code commune;06041;Cipières;CHAR;5
CODGEO;Code commune;Code commune;06042;Clans;CHAR;5
CODGEO;Code commune;Code commune;06043;Coaraze;CHAR;5
CODGEO;Code commune;Code commune;06044;La Colle-sur-Loup;CHAR;5
CODGEO;Code commune;Code commune;06045;Collongues;CHAR;5
CODGEO;Code commune;Code commune;06046;Colomars;CHAR;5
CODGEO;Code commune;Code commune;06047;Conségudes;CHAR;5
CODGEO;Code commune;Code commune;06048;Contes;CHAR;5
CODGEO;Code commune;Code commune;06049;Courmes;CHAR;5
CODGEO;Code commune;Code commune;06050;Coursegoules;CHAR;5
CODGEO;Code commune;Code commune;06051;La Croix-sur-Roudoule;CHAR;5
CODGEO;Code commune;Code commune;06052;Cuébris;CHAR;5
CODGEO;Code commune;Code commune;06053;Daluis;CHAR;5
CODGEO;Code commune;Code commune;06054;Drap;CHAR;5
CODGEO;Code commune;Code commune;06055;Duranus;CHAR;5
CODGEO;Code commune;Code commune;06056;Entraunes;CHAR;5
CODGEO;Code commune;Code commune;06057;L'Escarène;CHAR;5
CODGEO;Code commune;Code commune;06058;Escragnolles;CHAR;5
CODGEO;Code commune;Code commune;06059;Èze;CHAR;5
CODGEO;Code commune;Code commune;06060;Falicon;CHAR;5
CODGEO;Code commune;Code commune;06061;Les Ferres;CHAR;5
CODGEO;Code commune;Code commune;06062;Fontan;CHAR;5
CODGEO;Code commune;Code commune;06063;Gars;CHAR;5
CODGEO;Code commune;Code commune;06064;Gattières;CHAR;5
CODGEO;Code commune;Code commune;06065;La Gaude;CHAR;5
CODGEO;Code commune;Code commune;06066;Gilette;CHAR;5
CODGEO;Code commune;Code commune;06067;Gorbio;CHAR;5
CODGEO;Code commune;Code commune;06068;Gourdon;CHAR;5
CODGEO;Code commune;Code commune;06069;Grasse;CHAR;5
CODGEO;Code commune;Code commune;06070;Gréolières;CHAR;5
CODGEO;Code commune;Code commune;06071;Guillaumes;CHAR;5
CODGEO;Code commune;Code commune;06072;Ilonse;CHAR;5
CODGEO;Code commune;Code commune;06073;Isola;CHAR;5
CODGEO;Code commune;Code commune;06074;Lantosque;CHAR;5
CODGEO;Code commune;Code commune;06075;Levens;CHAR;5
CODGEO;Code commune;Code commune;06076;Lieuche;CHAR;5
CODGEO;Code commune;Code commune;06077;Lucéram;CHAR;5
CODGEO;Code commune;Code commune;06078;Malaussène;CHAR;5
CODGEO;Code commune;Code commune;06079;Mandelieu-la-Napoule;CHAR;5
CODGEO;Code commune;Code commune;06080;Marie;CHAR;5
CODGEO;Code commune;Code commune;06081;Le Mas;CHAR;5
CODGEO;Code commune;Code commune;06082;Massoins;CHAR;5
CODGEO;Code commune;Code commune;06083;Menton;CHAR;5
CODGEO;Code commune;Code commune;06084;Mouans-Sartoux;CHAR;5
CODGEO;Code commune;Code commune;06085;Mougins;CHAR;5
CODGEO;Code commune;Code commune;06086;Moulinet;CHAR;5
CODGEO;Code commune;Code commune;06087;Les Mujouls;CHAR;5
CODGEO;Code commune;Code commune;06088;Nice;CHAR;5
CODGEO;Code commune;Code commune;06089;Opio;CHAR;5
CODGEO;Code commune;Code commune;06090;Pégomas;CHAR;5
CODGEO;Code commune;Code commune;06091;Peille;CHAR;5
CODGEO;Code commune;Code commune;06092;Peillon;CHAR;5
CODGEO;Code commune;Code commune;06093;La Penne;CHAR;5
CODGEO;Code commune;Code commune;06094;Péone;CHAR;5
CODGEO;Code commune;Code commune;06095;Peymeinade;CHAR;5
CODGEO;Code commune;Code commune;06096;Pierlas;CHAR;5
CODGEO;Code commune;Code commune;06097;Pierrefeu;CHAR;5
CODGEO;Code commune;Code commune;06098;Puget-Rostang;CHAR;5
CODGEO;Code commune;Code commune;06099;Puget-Théniers;CHAR;5
CODGEO;Code commune;Code commune;06100;Revest-les-Roches;CHAR;5
CODGEO;Code commune;Code commune;06101;Rigaud;CHAR;5
CODGEO;Code commune;Code commune;06102;Rimplas;CHAR;5
CODGEO;Code commune;Code commune;06103;Roquebillière;CHAR;5
CODGEO;Code commune;Code commune;06104;Roquebrune-Cap-Martin;CHAR;5
CODGEO;Code commune;Code commune;06105;Roquefort-les-Pins;CHAR;5
CODGEO;Code commune;Code commune;06106;Roquestéron;CHAR;5
CODGEO;Code commune;Code commune;06107;La Roque-en-Provence;CHAR;5
CODGEO;Code commune;Code commune;06108;La Roquette-sur-Siagne;CHAR;5
CODGEO;Code commune;Code commune;06109;La Roquette-sur-Var;CHAR;5
CODGEO;Code commune;Code commune;06110;Roubion;CHAR;5
CODGEO;Code commune;Code commune;06111;Roure;CHAR;5
CODGEO;Code commune;Code commune;06112;Le Rouret;CHAR;5
CODGEO;Code commune;Code commune;06113;Sainte-Agnès;CHAR;5
CODGEO;Code commune;Code commune;06114;Saint-André-de-la-Roche;CHAR;5
CODGEO;Code commune;Code commune;06115;Saint-Antonin;CHAR;5
CODGEO;Code commune;Code commune;06116;Saint-Auban;CHAR;5
CODGEO;Code commune;Code commune;06117;Saint-Blaise;CHAR;5
CODGEO;Code commune;Code commune;06118;Saint-Cézaire-sur-Siagne;CHAR;5
CODGEO;Code commune;Code commune;06119;Saint-Dalmas-le-Selvage;CHAR;5
CODGEO;Code commune;Code commune;06120;Saint-Étienne-de-Tinée;CHAR;5
CODGEO;Code commune;Code commune;06121;Saint-Jean-Cap-Ferrat;CHAR;5
CODGEO;Code commune;Code commune;06122;Saint-Jeannet;CHAR;5
CODGEO;Code commune;Code commune;06123;Saint-Laurent-du-Var;CHAR;5
CODGEO;Code commune;Code commune;06124;Saint-Léger;CHAR;5
CODGEO;Code commune;Code commune;06125;Saint-Martin-d'Entraunes;CHAR;5
CODGEO;Code commune;Code commune;06126;Saint-Martin-du-Var;CHAR;5
CODGEO;Code commune;Code commune;06127;Saint-Martin-Vésubie;CHAR;5
CODGEO;Code commune;Code commune;06128;Saint-Paul-de-Vence;CHAR;5
CODGEO;Code commune;Code commune;06129;Saint-Sauveur-sur-Tinée;CHAR;5
CODGEO;Code commune;Code commune;06130;Saint-Vallier-de-Thiey;CHAR;5
CODGEO;Code commune;Code commune;06131;Sallagriffon;CHAR;5
CODGEO;Code commune;Code commune;06132;Saorge;CHAR;5
CODGEO;Code commune;Code commune;06133;Sauze;CHAR;5
CODGEO;Code commune;Code commune;06134;Séranon;CHAR;5
CODGEO;Code commune;Code commune;06135;Sigale;CHAR;5
CODGEO;Code commune;Code commune;06136;Sospel;CHAR;5
CODGEO;Code commune;Code commune;06137;Spéracèdes;CHAR;5
CODGEO;Code commune;Code commune;06138;Théoule-sur-Mer;CHAR;5
CODGEO;Code commune;Code commune;06139;Thiéry;CHAR;5
CODGEO;Code commune;Code commune;06140;Le Tignet;CHAR;5
CODGEO;Code commune;Code commune;06141;Toudon;CHAR;5
CODGEO;Code commune;Code commune;06142;Touët-de-l'Escarène;CHAR;5
CODGEO;Code commune;Code commune;06143;Touët-sur-Var;CHAR;5
CODGEO;Code commune;Code commune;06144;La Tour;CHAR;5
CODGEO;Code commune;Code commune;06145;Tourette-du-Château;CHAR;5
CODGEO;Code commune;Code commune;06146;Tournefort;CHAR;5
CODGEO;Code commune;Code commune;06147;Tourrette-Levens;CHAR;5
CODGEO;Code commune;Code commune;06148;Tourrettes-sur-Loup;CHAR;5
CODGEO;Code commune;Code commune;06149;La Trinité;CHAR;5
CODGEO;Code commune;Code commune;06150;La Turbie;CHAR;5
CODGEO;Code commune;Code commune;06151;Utelle;CHAR;5
CODGEO;Code commune;Code commune;06152;Valbonne;CHAR;5
CODGEO;Code commune;Code commune;06153;Valdeblore;CHAR;5
CODGEO;Code commune;Code commune;06154;Valderoure;CHAR;5
CODGEO;Code commune;Code commune;06155;Vallauris;CHAR;5
CODGEO;Code commune;Code commune;06156;Venanson;CHAR;5
CODGEO;Code commune;Code commune;06157;Vence;CHAR;5
CODGEO;Code commune;Code commune;06158;Villars-sur-Var;CHAR;5
CODGEO;Code commune;Code commune;06159;Villefranche-sur-Mer;CHAR;5
CODGEO;Code commune;Code commune;06160;Villeneuve-d'Entraunes;CHAR;5
CODGEO;Code commune;Code commune;06161;Villeneuve-Loubet;CHAR;5
CODGEO;Code commune;Code commune;06162;La Brigue;CHAR;5
CODGEO;Code commune;Code commune;06163;Tende;CHAR;5
CODGEO;Code commune;Code commune;07001;Accons;CHAR;5
CODGEO;Code commune;Code commune;07002;Ailhon;CHAR;5
CODGEO;Code commune;Code commune;07003;Aizac;CHAR;5
CODGEO;Code commune;Code commune;07004;Ajoux;CHAR;5
CODGEO;Code commune;Code commune;07005;Alba-la-Romaine;CHAR;5
CODGEO;Code commune;Code commune;07006;Albon-d'Ardèche;CHAR;5
CODGEO;Code commune;Code commune;07007;Alboussière;CHAR;5
CODGEO;Code commune;Code commune;07008;Alissas;CHAR;5
CODGEO;Code commune;Code commune;07009;Andance;CHAR;5
CODGEO;Code commune;Code commune;07010;Annonay;CHAR;5
CODGEO;Code commune;Code commune;07011;Vallées-d'Antraigues-Asperjoc;CHAR;5
CODGEO;Code commune;Code commune;07012;Arcens;CHAR;5
CODGEO;Code commune;Code commune;07013;Ardoix;CHAR;5
CODGEO;Code commune;Code commune;07014;Arlebosc;CHAR;5
CODGEO;Code commune;Code commune;07015;Arras-sur-Rhône;CHAR;5
CODGEO;Code commune;Code commune;07017;Les Assions;CHAR;5
CODGEO;Code commune;Code commune;07018;Astet;CHAR;5
CODGEO;Code commune;Code commune;07019;Aubenas;CHAR;5
CODGEO;Code commune;Code commune;07020;Aubignas;CHAR;5
CODGEO;Code commune;Code commune;07022;Baix;CHAR;5
CODGEO;Code commune;Code commune;07023;Balazuc;CHAR;5
CODGEO;Code commune;Code commune;07024;Banne;CHAR;5
CODGEO;Code commune;Code commune;07025;Barnas;CHAR;5
CODGEO;Code commune;Code commune;07026;Le Béage;CHAR;5
CODGEO;Code commune;Code commune;07027;Beauchastel;CHAR;5
CODGEO;Code commune;Code commune;07028;Beaulieu;CHAR;5
CODGEO;Code commune;Code commune;07029;Beaumont;CHAR;5
CODGEO;Code commune;Code commune;07030;Beauvène;CHAR;5
CODGEO;Code commune;Code commune;07031;Berrias-et-Casteljau;CHAR;5
CODGEO;Code commune;Code commune;07032;Berzème;CHAR;5
CODGEO;Code commune;Code commune;07033;Bessas;CHAR;5
CODGEO;Code commune;Code commune;07034;Bidon;CHAR;5
CODGEO;Code commune;Code commune;07035;Boffres;CHAR;5
CODGEO;Code commune;Code commune;07036;Bogy;CHAR;5
CODGEO;Code commune;Code commune;07037;Borée;CHAR;5
CODGEO;Code commune;Code commune;07038;Borne;CHAR;5
CODGEO;Code commune;Code commune;07039;Bozas;CHAR;5
CODGEO;Code commune;Code commune;07040;Boucieu-le-Roi;CHAR;5
CODGEO;Code commune;Code commune;07041;Boulieu-lès-Annonay;CHAR;5
CODGEO;Code commune;Code commune;07042;Bourg-Saint-Andéol;CHAR;5
CODGEO;Code commune;Code commune;07044;Brossainc;CHAR;5
CODGEO;Code commune;Code commune;07045;Burzet;CHAR;5
CODGEO;Code commune;Code commune;07047;Cellier-du-Luc;CHAR;5
CODGEO;Code commune;Code commune;07048;Chalencon;CHAR;5
CODGEO;Code commune;Code commune;07049;Le Chambon;CHAR;5
CODGEO;Code commune;Code commune;07050;Chambonas;CHAR;5
CODGEO;Code commune;Code commune;07051;Champagne;CHAR;5
CODGEO;Code commune;Code commune;07052;Champis;CHAR;5
CODGEO;Code commune;Code commune;07053;Chandolas;CHAR;5
CODGEO;Code commune;Code commune;07054;Chanéac;CHAR;5
CODGEO;Code commune;Code commune;07055;Charmes-sur-Rhône;CHAR;5
CODGEO;Code commune;Code commune;07056;Charnas;CHAR;5
CODGEO;Code commune;Code commune;07058;Chassiers;CHAR;5
CODGEO;Code commune;Code commune;07059;Châteaubourg;CHAR;5
CODGEO;Code commune;Code commune;07060;Châteauneuf-de-Vernoux;CHAR;5
CODGEO;Code commune;Code commune;07061;Chauzon;CHAR;5
CODGEO;Code commune;Code commune;07062;Chazeaux;CHAR;5
CODGEO;Code commune;Code commune;07063;Cheminas;CHAR;5
CODGEO;Code commune;Code commune;07064;Le Cheylard;CHAR;5
CODGEO;Code commune;Code commune;07065;Chirols;CHAR;5
CODGEO;Code commune;Code commune;07066;Chomérac;CHAR;5
CODGEO;Code commune;Code commune;07067;Colombier-le-Cardinal;CHAR;5
CODGEO;Code commune;Code commune;07068;Colombier-le-Jeune;CHAR;5
CODGEO;Code commune;Code commune;07069;Colombier-le-Vieux;CHAR;5
CODGEO;Code commune;Code commune;07070;Cornas;CHAR;5
CODGEO;Code commune;Code commune;07071;Coucouron;CHAR;5
CODGEO;Code commune;Code commune;07072;Coux;CHAR;5
CODGEO;Code commune;Code commune;07073;Le Crestet;CHAR;5
CODGEO;Code commune;Code commune;07074;Creysseilles;CHAR;5
CODGEO;Code commune;Code commune;07075;Cros-de-Géorand;CHAR;5
CODGEO;Code commune;Code commune;07076;Cruas;CHAR;5
CODGEO;Code commune;Code commune;07077;Darbres;CHAR;5
CODGEO;Code commune;Code commune;07078;Davézieux;CHAR;5
CODGEO;Code commune;Code commune;07079;Désaignes;CHAR;5
CODGEO;Code commune;Code commune;07080;Devesset;CHAR;5
CODGEO;Code commune;Code commune;07081;Dompnac;CHAR;5
CODGEO;Code commune;Code commune;07082;Dornas;CHAR;5
CODGEO;Code commune;Code commune;07083;Dunière-sur-Eyrieux;CHAR;5
CODGEO;Code commune;Code commune;07084;Eclassan;CHAR;5
CODGEO;Code commune;Code commune;07085;Empurany;CHAR;5
CODGEO;Code commune;Code commune;07086;Étables;CHAR;5
CODGEO;Code commune;Code commune;07087;Fabras;CHAR;5
CODGEO;Code commune;Code commune;07088;Faugères;CHAR;5
CODGEO;Code commune;Code commune;07089;Félines;CHAR;5
CODGEO;Code commune;Code commune;07090;Flaviac;CHAR;5
CODGEO;Code commune;Code commune;07091;Fons;CHAR;5
CODGEO;Code commune;Code commune;07092;Freyssenet;CHAR;5
CODGEO;Code commune;Code commune;07093;Genestelle;CHAR;5
CODGEO;Code commune;Code commune;07094;Gilhac-et-Bruzac;CHAR;5
CODGEO;Code commune;Code commune;07095;Gilhoc-sur-Ormèze;CHAR;5
CODGEO;Code commune;Code commune;07096;Gluiras;CHAR;5
CODGEO;Code commune;Code commune;07097;Glun;CHAR;5
CODGEO;Code commune;Code commune;07098;Gourdon;CHAR;5
CODGEO;Code commune;Code commune;07099;Gras;CHAR;5
CODGEO;Code commune;Code commune;07100;Gravières;CHAR;5
CODGEO;Code commune;Code commune;07101;Grospierres;CHAR;5
CODGEO;Code commune;Code commune;07102;Guilherand-Granges;CHAR;5
CODGEO;Code commune;Code commune;07103;Saint-Julien-d'Intres;CHAR;5
CODGEO;Code commune;Code commune;07104;Issamoulenc;CHAR;5
CODGEO;Code commune;Code commune;07105;Issanlas;CHAR;5
CODGEO;Code commune;Code commune;07106;Issarlès;CHAR;5
CODGEO;Code commune;Code commune;07107;Jaujac;CHAR;5
CODGEO;Code commune;Code commune;07108;Jaunac;CHAR;5
CODGEO;Code commune;Code commune;07109;Joannas;CHAR;5
CODGEO;Code commune;Code commune;07110;Joyeuse;CHAR;5
CODGEO;Code commune;Code commune;07111;Juvinas;CHAR;5
CODGEO;Code commune;Code commune;07112;Labastide-sur-Bésorgues;CHAR;5
CODGEO;Code commune;Code commune;07113;Labastide-de-Virac;CHAR;5
CODGEO;Code commune;Code commune;07114;Labatie-d'Andaure;CHAR;5
CODGEO;Code commune;Code commune;07115;Labeaume;CHAR;5
CODGEO;Code commune;Code commune;07116;Labégude;CHAR;5
CODGEO;Code commune;Code commune;07117;Lablachère;CHAR;5
CODGEO;Code commune;Code commune;07118;Laboule;CHAR;5
CODGEO;Code commune;Code commune;07119;Le Lac-d'Issarlès;CHAR;5
CODGEO;Code commune;Code commune;07120;Lachamp-Raphaël;CHAR;5
CODGEO;Code commune;Code commune;07121;Lachapelle-Graillouse;CHAR;5
CODGEO;Code commune;Code commune;07122;Lachapelle-sous-Aubenas;CHAR;5
CODGEO;Code commune;Code commune;07123;Lachapelle-sous-Chanéac;CHAR;5
CODGEO;Code commune;Code commune;07124;Lafarre;CHAR;5
CODGEO;Code commune;Code commune;07126;Lagorce;CHAR;5
CODGEO;Code commune;Code commune;07127;Lalevade-d'Ardèche;CHAR;5
CODGEO;Code commune;Code commune;07128;Lalouvesc;CHAR;5
CODGEO;Code commune;Code commune;07129;Lamastre;CHAR;5
CODGEO;Code commune;Code commune;07130;Lanarce;CHAR;5
CODGEO;Code commune;Code commune;07131;Lanas;CHAR;5
CODGEO;Code commune;Code commune;07132;Largentière;CHAR;5
CODGEO;Code commune;Code commune;07133;Larnas;CHAR;5
CODGEO;Code commune;Code commune;07134;Laurac-en-Vivarais;CHAR;5
CODGEO;Code commune;Code commune;07136;Laveyrune;CHAR;5
CODGEO;Code commune;Code commune;07137;Lavillatte;CHAR;5
CODGEO;Code commune;Code commune;07138;Lavilledieu;CHAR;5
CODGEO;Code commune;Code commune;07139;Laviolle;CHAR;5
CODGEO;Code commune;Code commune;07140;Lemps;CHAR;5
CODGEO;Code commune;Code commune;07141;Lentillères;CHAR;5
CODGEO;Code commune;Code commune;07142;Lespéron;CHAR;5
CODGEO;Code commune;Code commune;07143;Limony;CHAR;5
CODGEO;Code commune;Code commune;07144;Loubaresse;CHAR;5
CODGEO;Code commune;Code commune;07145;Lussas;CHAR;5
CODGEO;Code commune;Code commune;07146;Lyas;CHAR;5
CODGEO;Code commune;Code commune;07147;Malarce-sur-la-Thines;CHAR;5
CODGEO;Code commune;Code commune;07148;Malbosc;CHAR;5
CODGEO;Code commune;Code commune;07149;Marcols-les-Eaux;CHAR;5
CODGEO;Code commune;Code commune;07150;Mariac;CHAR;5
CODGEO;Code commune;Code commune;07151;Mars;CHAR;5
CODGEO;Code commune;Code commune;07152;Mauves;CHAR;5
CODGEO;Code commune;Code commune;07153;Mayres;CHAR;5
CODGEO;Code commune;Code commune;07154;Mazan-l'Abbaye;CHAR;5
CODGEO;Code commune;Code commune;07155;Mercuer;CHAR;5
CODGEO;Code commune;Code commune;07156;Meyras;CHAR;5
CODGEO;Code commune;Code commune;07157;Meysse;CHAR;5
CODGEO;Code commune;Code commune;07158;Mézilhac;CHAR;5
CODGEO;Code commune;Code commune;07159;Mirabel;CHAR;5
CODGEO;Code commune;Code commune;07160;Monestier;CHAR;5
CODGEO;Code commune;Code commune;07161;Montpezat-sous-Bauzon;CHAR;5
CODGEO;Code commune;Code commune;07162;Montréal;CHAR;5
CODGEO;Code commune;Code commune;07163;Montselgues;CHAR;5
CODGEO;Code commune;Code commune;07165;Belsentes;CHAR;5
CODGEO;Code commune;Code commune;07166;Nozières;CHAR;5
CODGEO;Code commune;Code commune;07167;Les Ollières-sur-Eyrieux;CHAR;5
CODGEO;Code commune;Code commune;07168;Orgnac-l'Aven;CHAR;5
CODGEO;Code commune;Code commune;07169;Ozon;CHAR;5
CODGEO;Code commune;Code commune;07170;Pailharès;CHAR;5
CODGEO;Code commune;Code commune;07171;Payzac;CHAR;5
CODGEO;Code commune;Code commune;07172;Peaugres;CHAR;5
CODGEO;Code commune;Code commune;07173;Péreyres;CHAR;5
CODGEO;Code commune;Code commune;07174;Peyraud;CHAR;5
CODGEO;Code commune;Code commune;07175;Le Plagnal;CHAR;5
CODGEO;Code commune;Code commune;07176;Planzolles;CHAR;5
CODGEO;Code commune;Code commune;07177;Plats;CHAR;5
CODGEO;Code commune;Code commune;07178;Pont-de-Labeaume;CHAR;5
CODGEO;Code commune;Code commune;07179;Pourchères;CHAR;5
CODGEO;Code commune;Code commune;07181;Le Pouzin;CHAR;5
CODGEO;Code commune;Code commune;07182;Prades;CHAR;5
CODGEO;Code commune;Code commune;07183;Pradons;CHAR;5
CODGEO;Code commune;Code commune;07184;Pranles;CHAR;5
CODGEO;Code commune;Code commune;07185;Préaux;CHAR;5
CODGEO;Code commune;Code commune;07186;Privas;CHAR;5
CODGEO;Code commune;Code commune;07187;Prunet;CHAR;5
CODGEO;Code commune;Code commune;07188;Quintenas;CHAR;5
CODGEO;Code commune;Code commune;07189;Ribes;CHAR;5
CODGEO;Code commune;Code commune;07190;Rochecolombe;CHAR;5
CODGEO;Code commune;Code commune;07191;Rochemaure;CHAR;5
CODGEO;Code commune;Code commune;07192;Rochepaule;CHAR;5
CODGEO;Code commune;Code commune;07193;Rocher;CHAR;5
CODGEO;Code commune;Code commune;07194;Rochessauve;CHAR;5
CODGEO;Code commune;Code commune;07195;La Rochette;CHAR;5
CODGEO;Code commune;Code commune;07196;Rocles;CHAR;5
CODGEO;Code commune;Code commune;07197;Roiffieux;CHAR;5
CODGEO;Code commune;Code commune;07198;Rompon;CHAR;5
CODGEO;Code commune;Code commune;07199;Rosières;CHAR;5
CODGEO;Code commune;Code commune;07200;Le Roux;CHAR;5
CODGEO;Code commune;Code commune;07201;Ruoms;CHAR;5
CODGEO;Code commune;Code commune;07202;Sablières;CHAR;5
CODGEO;Code commune;Code commune;07203;Sagnes-et-Goudoulet;CHAR;5
CODGEO;Code commune;Code commune;07204;Saint-Agrève;CHAR;5
CODGEO;Code commune;Code commune;07205;Saint-Alban-d'Ay;CHAR;5
CODGEO;Code commune;Code commune;07206;Saint-Alban-en-Montagne;CHAR;5
CODGEO;Code commune;Code commune;07207;Saint-Alban-Auriolles;CHAR;5
CODGEO;Code commune;Code commune;07208;Saint-Andéol-de-Berg;CHAR;5
CODGEO;Code commune;Code commune;07209;Saint-Andéol-de-Fourchades;CHAR;5
CODGEO;Code commune;Code commune;07210;Saint-Andéol-de-Vals;CHAR;5
CODGEO;Code commune;Code commune;07211;Saint-André-de-Cruzières;CHAR;5
CODGEO;Code commune;Code commune;07212;Saint-André-en-Vivarais;CHAR;5
CODGEO;Code commune;Code commune;07213;Saint-André-Lachamp;CHAR;5
CODGEO;Code commune;Code commune;07214;Saint-Apollinaire-de-Rias;CHAR;5
CODGEO;Code commune;Code commune;07215;Saint-Barthélemy-le-Meil;CHAR;5
CODGEO;Code commune;Code commune;07216;Saint-Barthélemy-Grozon;CHAR;5
CODGEO;Code commune;Code commune;07217;Saint-Barthélemy-le-Plain;CHAR;5
CODGEO;Code commune;Code commune;07218;Saint-Basile;CHAR;5
CODGEO;Code commune;Code commune;07219;Saint-Bauzile;CHAR;5
CODGEO;Code commune;Code commune;07220;Saint-Christol;CHAR;5
CODGEO;Code commune;Code commune;07221;Saint-Cierge-la-Serre;CHAR;5
CODGEO;Code commune;Code commune;07222;Saint-Cierge-sous-le-Cheylard;CHAR;5
CODGEO;Code commune;Code commune;07223;Saint-Cirgues-de-Prades;CHAR;5
CODGEO;Code commune;Code commune;07224;Saint-Cirgues-en-Montagne;CHAR;5
CODGEO;Code commune;Code commune;07225;Saint-Clair;CHAR;5
CODGEO;Code commune;Code commune;07226;Saint-Clément;CHAR;5
CODGEO;Code commune;Code commune;07227;Saint-Cyr;CHAR;5
CODGEO;Code commune;Code commune;07228;Saint-Désirat;CHAR;5
CODGEO;Code commune;Code commune;07229;Saint-Didier-sous-Aubenas;CHAR;5
CODGEO;Code commune;Code commune;07230;Saint-Étienne-de-Boulogne;CHAR;5
CODGEO;Code commune;Code commune;07231;Saint-Étienne-de-Fontbellon;CHAR;5
CODGEO;Code commune;Code commune;07232;Saint-Étienne-de-Lugdarès;CHAR;5
CODGEO;Code commune;Code commune;07233;Saint-Étienne-de-Serre;CHAR;5
CODGEO;Code commune;Code commune;07234;Saint-Étienne-de-Valoux;CHAR;5
CODGEO;Code commune;Code commune;07235;Sainte-Eulalie;CHAR;5
CODGEO;Code commune;Code commune;07236;Saint-Félicien;CHAR;5
CODGEO;Code commune;Code commune;07237;Saint-Fortunat-sur-Eyrieux;CHAR;5
CODGEO;Code commune;Code commune;07238;Saint-Genest-de-Beauzon;CHAR;5
CODGEO;Code commune;Code commune;07239;Saint-Genest-Lachamp;CHAR;5
CODGEO;Code commune;Code commune;07240;Saint-Georges-les-Bains;CHAR;5
CODGEO;Code commune;Code commune;07241;Saint-Germain;CHAR;5
CODGEO;Code commune;Code commune;07242;Saint-Gineys-en-Coiron;CHAR;5
CODGEO;Code commune;Code commune;07243;Saint-Jacques-d'Atticieux;CHAR;5
CODGEO;Code commune;Code commune;07244;Saint-Jean-Chambre;CHAR;5
CODGEO;Code commune;Code commune;07245;Saint-Jean-de-Muzols;CHAR;5
CODGEO;Code commune;Code commune;07247;Saint-Jean-le-Centenier;CHAR;5
CODGEO;Code commune;Code commune;07248;Saint-Jean-Roure;CHAR;5
CODGEO;Code commune;Code commune;07249;Saint-Jeure-d'Andaure;CHAR;5
CODGEO;Code commune;Code commune;07250;Saint-Jeure-d'Ay;CHAR;5
CODGEO;Code commune;Code commune;07251;Saint-Joseph-des-Bancs;CHAR;5
CODGEO;Code commune;Code commune;07253;Saint-Julien-du-Gua;CHAR;5
CODGEO;Code commune;Code commune;07254;Saint-Julien-du-Serre;CHAR;5
CODGEO;Code commune;Code commune;07255;Saint-Julien-en-Saint-Alban;CHAR;5
CODGEO;Code commune;Code commune;07257;Saint-Julien-le-Roux;CHAR;5
CODGEO;Code commune;Code commune;07258;Saint-Julien-Vocance;CHAR;5
CODGEO;Code commune;Code commune;07259;Saint-Just-d'Ardèche;CHAR;5
CODGEO;Code commune;Code commune;07260;Saint-Lager-Bressac;CHAR;5
CODGEO;Code commune;Code commune;07261;Saint-Laurent-du-Pape;CHAR;5
CODGEO;Code commune;Code commune;07262;Saint-Laurent-les-Bains-Laval-d'Aurelle;CHAR;5
