TYPMAR3;REGDEP_MAR;GRAGE;NBMARIES
HF-H;7630;25_29;409
HH;7630;25_29;6
FF;7631;25_29;49
HF-F;7631;25_29;840
HF-H;7631;25_29;721
HH;7631;25_29;10
FF;7632;25_29;3
HF-F;7632;25_29;79
HF-H;7632;25_29;64
HH;7632;25_29;0
FF;7634;25_29;38
HF-F;7634;25_29;709
HF-H;7634;25_29;588
HH;7634;25_29;15
FF;7646;25_29;7
HF-F;7646;25_29;96
HF-H;7646;25_29;74
HH;7646;25_29;2
FF;7648;25_29;2
HF-F;7648;25_29;33
HF-H;7648;25_29;25
HH;7648;25_29;0
FF;7665;25_29;5
HF-F;7665;25_29;93
HF-H;7665;25_29;73
HH;7665;25_29;0
FF;7666;25_29;20
HF-F;7666;25_29;263
HF-H;7666;25_29;207
HH;7666;25_29;6
FF;7681;25_29;5
HF-F;7681;25_29;216
HF-H;7681;25_29;170
HH;7681;25_29;1
FF;7682;25_29;6
HF-F;7682;25_29;137
HF-H;7682;25_29;101
HH;7682;25_29;3
FF;8401;25_29;10
HF-F;8401;25_29;454
HF-H;8401;25_29;347
HH;8401;25_29;8
FF;8403;25_29;6
HF-F;8403;25_29;191
HF-H;8403;25_29;162
HH;8403;25_29;3
FF;8407;25_29;10
HF-F;8407;25_29;198
HF-H;8407;25_29;155
HH;8407;25_29;5
FF;8415;25_29;3
HF-F;8415;25_29;70
HF-H;8415;25_29;56
HH;8415;25_29;0
FF;8426;25_29;19
HF-F;8426;25_29;398
HF-H;8426;25_29;328
HH;8426;25_29;5
FF;8438;25_29;29
HF-F;8438;25_29;926
HF-H;8438;25_29;795
HH;8438;25_29;13
FF;8442;25_29;11
HF-F;8442;25_29;594
HF-H;8442;25_29;505
HH;8442;25_29;4
FF;8443;25_29;1
HF-F;8443;25_29;128
HF-H;8443;25_29;98
HH;8443;25_29;1
FF;8463;25_29;25
HF-F;8463;25_29;343
HF-H;8463;25_29;259
HH;8463;25_29;13
FF;8469;25_29;37
HF-F;8469;25_29;1738
HF-H;8469;25_29;1430
HH;8469;25_29;18
FF;8473;25_29;11
HF-F;8473;25_29;307
HF-H;8473;25_29;231
HH;8473;25_29;1
FF;8474;25_29;18
HF-F;8474;25_29;685
HF-H;8474;25_29;551
HH;8474;25_29;9
FF;9304;25_29;8
HF-F;9304;25_29;109
HF-H;9304;25_29;69
HH;9304;25_29;1
FF;9305;25_29;6
HF-F;9305;25_29;84
HF-H;9305;25_29;63
HH;9305;25_29;1
FF;9306;25_29;18
HF-F;9306;25_29;772
HF-H;9306;25_29;596
HH;9306;25_29;7
FF;9313;25_29;39
HF-F;9313;25_29;1596
HF-H;9313;25_29;1369
HH;9313;25_29;25
FF;9383;25_29;29
HF-F;9383;25_29;767
HF-H;9383;25_29;585
HH;9383;25_29;8
FF;9384;25_29;13
HF-F;9384;25_29;455
HF-H;9384;25_29;395
HH;9384;25_29;2
FF;942A;25_29;4
HF-F;942A;25_29;81
HF-H;942A;25_29;58
HH;942A;25_29;0
FF;942B;25_29;1
HF-F;942B;25_29;78
HF-H;942B;25_29;59
HH;942B;25_29;0
FF;971;25_29;2
HF-F;971;25_29;131
HF-H;971;25_29;103
HH;971;25_29;0
FF;972;25_29;2
HF-F;972;25_29;130
HF-H;972;25_29;109
HH;972;25_29;1
FF;973;25_29;0
HF-F;973;25_29;115
HF-H;973;25_29;94
HH;973;25_29;1
FF;974;25_29;15
HF-F;974;25_29;609
HF-H;974;25_29;474
HH;974;25_29;8
FF;976;25_29;0
HF-F;976;25_29;97
HF-H;976;25_29;72
HH;976;25_29;0
FF;1175;30_34;72
HF-F;1175;30_34;2352
HF-H;1175;30_34;2484
HH;1175;30_34;120
FF;1177;30_34;27
HF-F;1177;30_34;1011
HF-H;1177;30_34;1105
HH;1177;30_34;16
FF;1178;30_34;41
HF-F;1178;30_34;998
HF-H;1178;30_34;1129
HH;1178;30_34;11
FF;1191;30_34;15
HF-F;1191;30_34;851
HF-H;1191;30_34;952
HH;1191;30_34;5
FF;1192;30_34;27
HF-F;1192;30_34;1493
HF-H;1192;30_34;1633
HH;1192;30_34;29
FF;1193;30_34;24
HF-F;1193;30_34;923
HF-H;1193;30_34;1210
HH;1193;30_34;15
FF;1194;30_34;34
HF-F;1194;30_34;1047
HF-H;1194;30_34;1167
HH;1194;30_34;17
FF;1195;30_34;19
HF-F;1195;30_34;884
HF-H;1195;30_34;1014
HH;1195;30_34;6
FF;2418;30_34;11
HF-F;2418;30_34;173
HF-H;2418;30_34;183
HH;2418;30_34;2
FF;2428;30_34;12
HF-F;2428;30_34;260
HF-H;2428;30_34;274
HH;2428;30_34;5
FF;2436;30_34;2
HF-F;2436;30_34;121
HF-H;2436;30_34;131
HH;2436;30_34;1
FF;2437;30_34;24
HF-F;2437;30_34;454
HF-H;2437;30_34;437
HH;2437;30_34;8
FF;2441;30_34;7
HF-F;2441;30_34;190
HF-H;2441;30_34;203
HH;2441;30_34;0
FF;2445;30_34;23
HF-F;2445;30_34;395
HF-H;2445;30_34;411
HH;2445;30_34;10
FF;2721;30_34;18
HF-F;2721;30_34;347
HF-H;2721;30_34;348
HH;2721;30_34;10
FF;2725;30_34;13
HF-F;2725;30_34;325
HF-H;2725;30_34;359
HH;2725;30_34;5
FF;2739;30_34;4
HF-F;2739;30_34;145
HF-H;2739;30_34;162
HH;2739;30_34;2
FF;2758;30_34;2
HF-F;2758;30_34;114
HF-H;2758;30_34;131
HH;2758;30_34;4
FF;2770;30_34;8
HF-F;2770;30_34;137
HF-H;2770;30_34;141
HH;2770;30_34;5
FF;2771;30_34;8
HF-F;2771;30_34;345
HF-H;2771;30_34;376
HH;2771;30_34;5
FF;2789;30_34;10
HF-F;2789;30_34;184
HF-H;2789;30_34;183
HH;2789;30_34;4
FF;2790;30_34;1
HF-F;2790;30_34;88
HF-H;2790;30_34;116
HH;2790;30_34;0
FF;2814;30_34;24
HF-F;2814;30_34;505
HF-H;2814;30_34;534
HH;2814;30_34;6
FF;2827;30_34;16
HF-F;2827;30_34;411
HF-H;2827;30_34;431
HH;2827;30_34;5
FF;2850;30_34;10
HF-F;2850;30_34;319
HF-H;2850;30_34;340
HH;2850;30_34;6
FF;2861;30_34;2
HF-F;2861;30_34;151
HF-H;2861;30_34;168
HH;2861;30_34;3
FF;2876;30_34;38
HF-F;2876;30_34;861
HF-H;2876;30_34;909
HH;2876;30_34;25
FF;3202;30_34;9
HF-F;3202;30_34;275
HF-H;3202;30_34;300
HH;3202;30_34;5
FF;3259;30_34;79
HF-F;3259;30_34;1831
HF-H;3259;30_34;2038
HH;3259;30_34;37
FF;3260;30_34;11
HF-F;3260;30_34;481
HF-H;3260;30_34;527
HH;3260;30_34;7
FF;3262;30_34;43
HF-F;3262;30_34;1018
HF-H;3262;30_34;1040
HH;3262;30_34;27
FF;3280;30_34;15
HF-F;3280;30_34;286
HF-H;3280;30_34;322
HH;3280;30_34;4
FF;4408;30_34;4
HF-F;4408;30_34;133
HF-H;4408;30_34;126
HH;4408;30_34;5
FF;4410;30_34;3
HF-F;4410;30_34;171
HF-H;4410;30_34;171
HH;4410;30_34;2
FF;4451;30_34;10
HF-F;4451;30_34;380
HF-H;4451;30_34;386
HH;4451;30_34;4
FF;4452;30_34;3
HF-F;4452;30_34;96
HF-H;4452;30_34;100
HH;4452;30_34;1
FF;4454;30_34;20
HF-F;4454;30_34;484
HF-H;4454;30_34;498
HH;4454;30_34;17
FF;4455;30_34;1
HF-F;4455;30_34;101
HF-H;4455;30_34;117
HH;4455;30_34;0
FF;4457;30_34;17
HF-F;4457;30_34;774
HF-H;4457;30_34;781
HH;4457;30_34;11
FF;4467;30_34;33
HF-F;4467;30_34;866
HF-H;4467;30_34;904
HH;4467;30_34;8
FF;4468;30_34;8
HF-F;4468;30_34;529
HF-H;4468;30_34;544
HH;4468;30_34;1
FF;4488;30_34;12
HF-F;4488;30_34;215
HF-H;4488;30_34;213
HH;4488;30_34;3
FF;5244;30_34;59
HF-F;5244;30_34;1039
HF-H;5244;30_34;1046
HH;5244;30_34;33
FF;5249;30_34;28
HF-F;5249;30_34;621
HF-H;5249;30_34;628
HH;5249;30_34;8
FF;5253;30_34;2
HF-F;5253;30_34;194
HF-H;5253;30_34;210
HH;5253;30_34;1
FF;5272;30_34;17
HF-F;5272;30_34;357
HF-H;5272;30_34;364
HH;5272;30_34;4
FF;5285;30_34;24
HF-F;5285;30_34;562
HF-H;5285;30_34;501
HH;5285;30_34;14
FF;5322;30_34;22
HF-F;5322;30_34;369
HF-H;5322;30_34;382
HH;5322;30_34;6
FF;5329;30_34;24
HF-F;5329;30_34;641
HF-H;5329;30_34;617
HH;5329;30_34;9
FF;5335;30_34;38
HF-F;5335;30_34;684
HF-H;5335;30_34;769
HH;5335;30_34;17
FF;5356;30_34;23
HF-F;5356;30_34;567
HF-H;5356;30_34;578
HH;5356;30_34;4
FF;7516;30_34;8
HF-F;7516;30_34;230
HF-H;7516;30_34;210
HH;7516;30_34;5
FF;7517;30_34;29
HF-F;7517;30_34;431
HF-H;7517;30_34;402
HH;7517;30_34;18
FF;7519;30_34;7
HF-F;7519;30_34;148
HF-H;7519;30_34;128
HH;7519;30_34;1
FF;7523;30_34;3
HF-F;7523;30_34;41
HF-H;7523;30_34;49
HH;7523;30_34;1
FF;7524;30_34;8
HF-F;7524;30_34;263
HF-H;7524;30_34;254
HH;7524;30_34;4
FF;7533;30_34;54
HF-F;7533;30_34;1177
HF-H;7533;30_34;1148
HH;7533;30_34;25
FF;7540;30_34;19
HF-F;7540;30_34;286
HF-H;7540;30_34;263
HH;7540;30_34;3
FF;7547;30_34;4
HF-F;7547;30_34;181
HF-H;7547;30_34;196
HH;7547;30_34;6
FF;7564;30_34;25
HF-F;7564;30_34;458
HF-H;7564;30_34;438
HH;7564;30_34;11
FF;7579;30_34;6
HF-F;7579;30_34;212
HF-H;7579;30_34;195
HH;7579;30_34;5
FF;7586;30_34;15
HF-F;7586;30_34;224
HF-H;7586;30_34;237
HH;7586;30_34;1
FF;7587;30_34;12
HF-F;7587;30_34;187
HF-H;7587;30_34;204
HH;7587;30_34;4
FF;7609;30_34;7
HF-F;7609;30_34;70
HF-H;7609;30_34;70
HH;7609;30_34;8
FF;7611;30_34;12
HF-F;7611;30_34;214
HF-H;7611;30_34;229
HH;7611;30_34;5
FF;7612;30_34;11
HF-F;7612;30_34;187
HF-H;7612;30_34;188
HH;7612;30_34;2
FF;7630;30_34;24
HF-F;7630;30_34;506
HF-H;7630;30_34;584
HH;7630;30_34;13
FF;7631;30_34;48
HF-F;7631;30_34;890
HF-H;7631;30_34;936
HH;7631;30_34;21
FF;7632;30_34;1
HF-F;7632;30_34;117
HF-H;7632;30_34;119
HH;7632;30_34;4
FF;7634;30_34;48
HF-F;7634;30_34;776
HF-H;7634;30_34;820
HH;7634;30_34;12
FF;7646;30_34;4
HF-F;7646;30_34;97
HF-H;7646;30_34;87
HH;7646;30_34;0
FF;7648;30_34;1
HF-F;7648;30_34;43
HF-H;7648;30_34;38
HH;7648;30_34;0
FF;7665;30_34;3
HF-F;7665;30_34;123
HF-H;7665;30_34;98
HH;7665;30_34;0
FF;7666;30_34;14
HF-F;7666;30_34;292
HF-H;7666;30_34;294
HH;7666;30_34;8
FF;7681;30_34;16
HF-F;7681;30_34;209
HF-H;7681;30_34;189
HH;7681;30_34;1
FF;7682;30_34;11
HF-F;7682;30_34;176
HF-H;7682;30_34;186
HH;7682;30_34;2
FF;8401;30_34;18
HF-F;8401;30_34;457
HF-H;8401;30_34;487
HH;8401;30_34;9
FF;8403;30_34;2
HF-F;8403;30_34;171
HF-H;8403;30_34;201
HH;8403;30_34;7
FF;8407;30_34;10
HF-F;8407;30_34;229
HF-H;8407;30_34;242
HH;8407;30_34;6
FF;8415;30_34;3
HF-F;8415;30_34;75
HF-H;8415;30_34;69
HH;8415;30_34;0
FF;8426;30_34;13
HF-F;8426;30_34;377
HF-H;8426;30_34;428
HH;8426;30_34;3
FF;8438;30_34;41
HF-F;8438;30_34;836
HF-H;8438;30_34;881
HH;8438;30_34;19
FF;8442;30_34;9
HF-F;8442;30_34;486
HF-H;8442;30_34;541
HH;8442;30_34;8
FF;8443;30_34;1
HF-F;8443;30_34;149
HF-H;8443;30_34;142
HH;8443;30_34;1
FF;8463;30_34;12
HF-F;8463;30_34;383
HF-H;8463;30_34;412
HH;8463;30_34;11
FF;8469;30_34;60
HF-F;8469;30_34;1301
HF-H;8469;30_34;1524
HH;8469;30_34;44
FF;8473;30_34;15
HF-F;8473;30_34;302
HF-H;8473;30_34;330
HH;8473;30_34;5
FF;8474;30_34;31
HF-F;8474;30_34;665
HF-H;8474;30_34;742
HH;8474;30_34;14
FF;9304;30_34;0
HF-F;9304;30_34;107
HF-H;9304;30_34;118
HH;9304;30_34;0
FF;9305;30_34;5
HF-F;9305;30_34;92
HF-H;9305;30_34;93
HH;9305;30_34;0
FF;9306;30_34;32
HF-F;9306;30_34;806
HF-H;9306;30_34;883
HH;9306;30_34;18
FF;9313;30_34;48
HF-F;9313;30_34;1477
HF-H;9313;30_34;1615
HH;9313;30_34;25
FF;9383;30_34;30
HF-F;9383;30_34;807
HF-H;9383;30_34;843
HH;9383;30_34;19
FF;9384;30_34;15
HF-F;9384;30_34;439
HF-H;9384;30_34;449
HH;9384;30_34;6
FF;942A;30_34;1
HF-F;942A;30_34;133
HF-H;942A;30_34;115
HH;942A;30_34;2
FF;942B;30_34;3
HF-F;942B;30_34;125
HF-H;942B;30_34;117
HH;942B;30_34;0
FF;971;30_34;3
HF-F;971;30_34;175
HF-H;971;30_34;139
HH;971;30_34;0
FF;972;30_34;1
HF-F;972;30_34;196
HF-H;972;30_34;155
HH;972;30_34;1
FF;973;30_34;3
HF-F;973;30_34;108
HF-H;973;30_34;100
HH;973;30_34;2
FF;974;30_34;9
HF-F;974;30_34;639
HF-H;974;30_34;613
HH;974;30_34;1
FF;976;30_34;0
HF-F;976;30_34;55
HF-H;976;30_34;77
HH;976;30_34;2
FF;1175;35_39;56
HF-F;1175;35_39;929
HF-H;1175;35_39;1158
HH;1175;35_39;106
FF;1177;35_39;16
HF-F;1177;35_39;618
HF-H;1177;35_39;669
HH;1177;35_39;25
FF;1178;35_39;27
HF-F;1178;35_39;528
HF-H;1178;35_39;643
HH;1178;35_39;9
FF;1191;35_39;15
HF-F;1191;35_39;478
HF-H;1191;35_39;578
HH;1191;35_39;7
FF;1192;35_39;22
HF-F;1192;35_39;547
HF-H;1192;35_39;760
HH;1192;35_39;15
FF;1193;35_39;17
HF-F;1193;35_39;443
HF-H;1193;35_39;694
HH;1193;35_39;16
FF;1194;35_39;22
HF-F;1194;35_39;477
HF-H;1194;35_39;628
HH;1194;35_39;12
FF;1195;35_39;10
HF-F;1195;35_39;465
HF-H;1195;35_39;600
HH;1195;35_39;4
FF;2418;35_39;1
HF-F;2418;35_39;130
HF-H;2418;35_39;126
HH;2418;35_39;3
FF;2428;35_39;1
HF-F;2428;35_39;184
HF-H;2428;35_39;196
HH;2428;35_39;2
FF;2436;35_39;2
HF-F;2436;35_39;65
HF-H;2436;35_39;87
HH;2436;35_39;1
FF;2437;35_39;14
HF-F;2437;35_39;231
HF-H;2437;35_39;292
HH;2437;35_39;2
FF;2441;35_39;7
HF-F;2441;35_39;118
HF-H;2441;35_39;142
HH;2441;35_39;1
FF;2445;35_39;7
HF-F;2445;35_39;218
HF-H;2445;35_39;282
HH;2445;35_39;9
FF;2721;35_39;15
HF-F;2721;35_39;204
HF-H;2721;35_39;238
HH;2721;35_39;5
FF;2725;35_39;10
HF-F;2725;35_39;188
HF-H;2725;35_39;238
HH;2725;35_39;5
FF;2739;35_39;1
HF-F;2739;35_39;95
HF-H;2739;35_39;101
HH;2739;35_39;1
FF;2758;35_39;1
HF-F;2758;35_39;84
HF-H;2758;35_39;82
HH;2758;35_39;3
FF;2770;35_39;4
HF-F;2770;35_39;83
HF-H;2770;35_39;97
HH;2770;35_39;4
FF;2771;35_39;2
HF-F;2771;35_39;199
HF-H;2771;35_39;214
HH;2771;35_39;5
FF;2789;35_39;5
HF-F;2789;35_39;125
HF-H;2789;35_39;160
HH;2789;35_39;4
FF;2790;35_39;1
HF-F;2790;35_39;63
HF-H;2790;35_39;66
HH;2790;35_39;0
FF;2814;35_39;9
HF-F;2814;35_39;321
HF-H;2814;35_39;330
HH;2814;35_39;8
FF;2827;35_39;17
HF-F;2827;35_39;263
HF-H;2827;35_39;268
HH;2827;35_39;11
FF;2850;35_39;3
HF-F;2850;35_39;206
HF-H;2850;35_39;227
HH;2850;35_39;7
FF;2861;35_39;1
HF-F;2861;35_39;96
HF-H;2861;35_39;109
HH;2861;35_39;6
FF;2876;35_39;28
HF-F;2876;35_39;484
HF-H;2876;35_39;579
HH;2876;35_39;12
FF;3202;35_39;7
HF-F;3202;35_39;196
HF-H;3202;35_39;208
HH;3202;35_39;1
FF;3259;35_39;35
HF-F;3259;35_39;1001
HF-H;3259;35_39;1117
HH;3259;35_39;27
FF;3260;35_39;14
HF-F;3260;35_39;286
HF-H;3260;35_39;357
HH;3260;35_39;7
FF;3262;35_39;25
HF-F;3262;35_39;569
HF-H;3262;35_39;692
HH;3262;35_39;16
FF;3280;35_39;3
HF-F;3280;35_39;192
HF-H;3280;35_39;220
HH;3280;35_39;5
FF;4408;35_39;4
HF-F;4408;35_39;96
HF-H;4408;35_39;103
HH;4408;35_39;3
FF;4410;35_39;5
HF-F;4410;35_39;114
HF-H;4410;35_39;126
HH;4410;35_39;3
FF;4451;35_39;1
HF-F;4451;35_39;204
HF-H;4451;35_39;236
HH;4451;35_39;4
FF;4452;35_39;2
HF-F;4452;35_39;54
HF-H;4452;35_39;74
HH;4452;35_39;0
FF;4454;35_39;9
HF-F;4454;35_39;281
HF-H;4454;35_39;353
HH;4454;35_39;11
FF;4455;35_39;0
HF-F;4455;35_39;67
HF-H;4455;35_39;65
HH;4455;35_39;0
FF;4457;35_39;13
HF-F;4457;35_39;413
HF-H;4457;35_39;490
HH;4457;35_39;7
FF;4467;35_39;8
HF-F;4467;35_39;468
HF-H;4467;35_39;571
HH;4467;35_39;4
FF;4468;35_39;4
HF-F;4468;35_39;283
HF-H;4468;35_39;299
HH;4468;35_39;1
FF;4488;35_39;1
HF-F;4488;35_39;124
HF-H;4488;35_39;134
HH;4488;35_39;2
FF;5244;35_39;23
HF-F;5244;35_39;654
HF-H;5244;35_39;786
HH;5244;35_39;25
FF;5249;35_39;12
HF-F;5249;35_39;359
HF-H;5249;35_39;410
HH;5249;35_39;9
FF;5253;35_39;2
HF-F;5253;35_39;141
HF-H;5253;35_39;146
HH;5253;35_39;1
FF;5272;35_39;11
HF-F;5272;35_39;197
HF-H;5272;35_39;236
HH;5272;35_39;8
FF;5285;35_39;14
HF-F;5285;35_39;315
HF-H;5285;35_39;385
HH;5285;35_39;6
FF;5322;35_39;7
HF-F;5322;35_39;239
HF-H;5322;35_39;251
HH;5322;35_39;2
FF;5329;35_39;14
HF-F;5329;35_39;391
HF-H;5329;35_39;398
HH;5329;35_39;7
FF;5335;35_39;13
HF-F;5335;35_39;464
HF-H;5335;35_39;459
HH;5335;35_39;9
FF;5356;35_39;8
HF-F;5356;35_39;314
HF-H;5356;35_39;336
HH;5356;35_39;4
FF;7516;35_39;5
HF-F;7516;35_39;130
HF-H;7516;35_39;173
HH;7516;35_39;6
FF;7517;35_39;14
HF-F;7517;35_39;306
HF-H;7517;35_39;342
HH;7517;35_39;5
FF;7519;35_39;3
HF-F;7519;35_39;85
HF-H;7519;35_39;95
HH;7519;35_39;4
FF;7523;35_39;0
HF-F;7523;35_39;47
HF-H;7523;35_39;45
HH;7523;35_39;0
FF;7524;35_39;4
HF-F;7524;35_39;186
HF-H;7524;35_39;180
HH;7524;35_39;4
FF;7533;35_39;41
HF-F;7533;35_39;697
HF-H;7533;35_39;831
HH;7533;35_39;19
FF;7540;35_39;9
HF-F;7540;35_39;189
HF-H;7540;35_39;211
HH;7540;35_39;5
FF;7547;35_39;4
HF-F;7547;35_39;116
HF-H;7547;35_39;122
HH;7547;35_39;0
FF;7564;35_39;15
HF-F;7564;35_39;277
HF-H;7564;35_39;304
HH;7564;35_39;7
FF;7579;35_39;7
HF-F;7579;35_39;153
HF-H;7579;35_39;152
HH;7579;35_39;2
FF;7586;35_39;11
HF-F;7586;35_39;154
HF-H;7586;35_39;167
HH;7586;35_39;3
FF;7587;35_39;9
HF-F;7587;35_39;135
HF-H;7587;35_39;129
HH;7587;35_39;3
FF;7609;35_39;2
HF-F;7609;35_39;49
HF-H;7609;35_39;60
HH;7609;35_39;2
FF;7611;35_39;5
HF-F;7611;35_39;157
HF-H;7611;35_39;166
HH;7611;35_39;3
FF;7612;35_39;6
HF-F;7612;35_39;104
HF-H;7612;35_39;124
HH;7612;35_39;4
FF;7630;35_39;20
HF-F;7630;35_39;297
HF-H;7630;35_39;378
HH;7630;35_39;12
FF;7631;35_39;34
HF-F;7631;35_39;537
HF-H;7631;35_39;606
HH;7631;35_39;16
FF;7632;35_39;7
HF-F;7632;35_39;89
HF-H;7632;35_39;75
HH;7632;35_39;2
FF;7634;35_39;32
HF-F;7634;35_39;464
HF-H;7634;35_39;552
HH;7634;35_39;28
FF;7646;35_39;1
HF-F;7646;35_39;77
HF-H;7646;35_39;75
HH;7646;35_39;2
FF;7648;35_39;2
HF-F;7648;35_39;26
HF-H;7648;35_39;28
HH;7648;35_39;0
FF;7665;35_39;6
HF-F;7665;35_39;83
HF-H;7665;35_39;85
HH;7665;35_39;2
FF;7666;35_39;13
HF-F;7666;35_39;199
HF-H;7666;35_39;219
HH;7666;35_39;8
FF;7681;35_39;8
HF-F;7681;35_39;152
HF-H;7681;35_39;164
HH;7681;35_39;3
FF;7682;35_39;1
HF-F;7682;35_39;93
HF-H;7682;35_39;118
HH;7682;35_39;3
FF;8401;35_39;7
HF-F;8401;35_39;290
HF-H;8401;35_39;340
HH;8401;35_39;5
FF;8403;35_39;4
HF-F;8403;35_39;128
HF-H;8403;35_39;101
HH;8403;35_39;4
FF;8407;35_39;5
HF-F;8407;35_39;136
HF-H;8407;35_39;157
HH;8407;35_39;7
FF;8415;35_39;0
HF-F;8415;35_39;49
HF-H;8415;35_39;64
HH;8415;35_39;1
FF;8426;35_39;12
HF-F;8426;35_39;211
HF-H;8426;35_39;248
HH;8426;35_39;6
FF;8438;35_39;20
HF-F;8438;35_39;540
HF-H;8438;35_39;599
HH;8438;35_39;11
FF;8442;35_39;9
HF-F;8442;35_39;257
HF-H;8442;35_39;318
HH;8442;35_39;7
FF;8443;35_39;2
HF-F;8443;35_39;85
HF-H;8443;35_39;99
HH;8443;35_39;4
FF;8463;35_39;8
HF-F;8463;35_39;260
HF-H;8463;35_39;288
HH;8463;35_39;3
FF;8469;35_39;47
HF-F;8469;35_39;697
HF-H;8469;35_39;857
HH;8469;35_39;23
FF;8473;35_39;12
HF-F;8473;35_39;183
HF-H;8473;35_39;226
HH;8473;35_39;2
FF;8474;35_39;15
HF-F;8474;35_39;353
HF-H;8474;35_39;402
HH;8474;35_39;12
FF;9304;35_39;2
HF-F;9304;35_39;60
HF-H;9304;35_39;69
HH;9304;35_39;4
FF;9305;35_39;1
HF-F;9305;35_39;52
HF-H;9305;35_39;65
HH;9305;35_39;0
FF;9306;35_39;18
HF-F;9306;35_39;424
HF-H;9306;35_39;474
HH;9306;35_39;17
FF;9313;35_39;23
HF-F;9313;35_39;823
HF-H;9313;35_39;1011
HH;9313;35_39;23
FF;9383;35_39;24
HF-F;9383;35_39;470
HF-H;9383;35_39;559
HH;9383;35_39;10
FF;9384;35_39;6
HF-F;9384;35_39;232
HF-H;9384;35_39;311
HH;9384;35_39;6
FF;942A;35_39;1
HF-F;942A;35_39;70
HF-H;942A;35_39;84
HH;942A;35_39;2
FF;942B;35_39;2
HF-F;942B;35_39;77
HF-H;942B;35_39;72
HH;942B;35_39;0
FF;971;35_39;2
HF-F;971;35_39;142
HF-H;971;35_39;125
HH;971;35_39;0
FF;972;35_39;0
HF-F;972;35_39;149
HF-H;972;35_39;143
HH;972;35_39;1
FF;973;35_39;3
HF-F;973;35_39;113
HF-H;973;35_39;97
HH;973;35_39;1
FF;974;35_39;10
HF-F;974;35_39;405
HF-H;974;35_39;482
HH;974;35_39;6
FF;976;35_39;0
HF-F;976;35_39;45
HF-H;976;35_39;34
HH;976;35_39;1
FF;1175;40_49;58
HF-F;1175;40_49;658
HF-H;1175;40_49;842
HH;1175;40_49;142
FF;1177;40_49;12
HF-F;1177;40_49;607
HF-H;1177;40_49;718
HH;1177;40_49;15
FF;1178;40_49;7
HF-F;1178;40_49;510
HF-H;1178;40_49;596
HH;1178;40_49;11
FF;1191;40_49;15
HF-F;1191;40_49;507
HF-H;1191;40_49;609
HH;1191;40_49;14
FF;1192;40_49;21
HF-F;1192;40_49;435
HF-H;1192;40_49;564
HH;1192;40_49;22
FF;1193;40_49;9
HF-F;1193;40_49;448
HF-H;1193;40_49;562
HH;1193;40_49;22
FF;1194;40_49;9
HF-F;1194;40_49;412
HF-H;1194;40_49;522
HH;1194;40_49;17
FF;1195;40_49;6
HF-F;1195;40_49;417
HF-H;1195;40_49;518
HH;1195;40_49;16
FF;2418;40_49;2
HF-F;2418;40_49;88
HF-H;2418;40_49;122
HH;2418;40_49;3
FF;2428;40_49;5
HF-F;2428;40_49;164
HF-H;2428;40_49;185
HH;2428;40_49;5
FF;2436;40_49;3
HF-F;2436;40_49;72
HF-H;2436;40_49;76
HH;2436;40_49;3
FF;2437;40_49;11
HF-F;2437;40_49;246
HF-H;2437;40_49;257
HH;2437;40_49;11
FF;2441;40_49;5
HF-F;2441;40_49;110
HF-H;2441;40_49;123
HH;2441;40_49;3
FF;2445;40_49;8
HF-F;2445;40_49;251
HF-H;2445;40_49;294
HH;2445;40_49;10
FF;2721;40_49;11
HF-F;2721;40_49;191
HF-H;2721;40_49;247
HH;2721;40_49;8
FF;2725;40_49;3
HF-F;2725;40_49;193
HF-H;2725;40_49;218
HH;2725;40_49;1
FF;2739;40_49;7
HF-F;2739;40_49;103
HF-H;2739;40_49;116
HH;2739;40_49;3
FF;2758;40_49;2
HF-F;2758;40_49;60
HF-H;2758;40_49;79
HH;2758;40_49;6
FF;2770;40_49;0
HF-F;2770;40_49;90
HF-H;2770;40_49;106
HH;2770;40_49;3
FF;2771;40_49;1
HF-F;2771;40_49;168
HF-H;2771;40_49;203
HH;2771;40_49;6
FF;2789;40_49;2
HF-F;2789;40_49;132
HF-H;2789;40_49;137
HH;2789;40_49;9
FF;2790;40_49;0
HF-F;2790;40_49;45
HF-H;2790;40_49;63
HH;2790;40_49;2
FF;2814;40_49;9
HF-F;2814;40_49;258
HF-H;2814;40_49;354
HH;2814;40_49;7
FF;2827;40_49;5
HF-F;2827;40_49;276
HF-H;2827;40_49;290
HH;2827;40_49;14
FF;2850;40_49;1
HF-F;2850;40_49;160
HF-H;2850;40_49;193
HH;2850;40_49;6
FF;2861;40_49;2
HF-F;2861;40_49;95
HF-H;2861;40_49;108
HH;2861;40_49;7
FF;2876;40_49;15
HF-F;2876;40_49;424
HF-H;2876;40_49;516
HH;2876;40_49;16
FF;3202;40_49;11
HF-F;3202;40_49;188
HF-H;3202;40_49;223
HH;3202;40_49;2
FF;3259;40_49;32
HF-F;3259;40_49;843
HF-H;3259;40_49;1070
HH;3259;40_49;39
FF;3260;40_49;7
HF-F;3260;40_49;308
HF-H;3260;40_49;338
HH;3260;40_49;8
FF;3262;40_49;28
HF-F;3262;40_49;514
HF-H;3262;40_49;630
HH;3262;40_49;22
FF;3280;40_49;3
HF-F;3280;40_49;181
HF-H;3280;40_49;204
HH;3280;40_49;5
FF;4408;40_49;1
HF-F;4408;40_49;99
