TYPMAR2;REGDEP_DOMI;NATEPOUX;NBMAR
HF;1194;TOTAL;5062
HH;1194;TOTAL;57
FF;1195;TOTAL;35
HF;1195;TOTAL;4634
HH;1195;TOTAL;25
FF;2418;TOTAL;10
HF;2418;TOTAL;815
HH;2418;TOTAL;11
FF;2428;TOTAL;15
HF;2428;TOTAL;1239
HH;2428;TOTAL;13
FF;2436;TOTAL;8
HF;2436;TOTAL;528
HH;2436;TOTAL;7
FF;2437;TOTAL;38
HF;2437;TOTAL;1799
HH;2437;TOTAL;24
FF;2441;TOTAL;14
HF;2441;TOTAL;944
HH;2441;TOTAL;7
FF;2445;TOTAL;33
HF;2445;TOTAL;2077
HH;2445;TOTAL;29
FF;2721;TOTAL;26
HF;2721;TOTAL;1453
HH;2721;TOTAL;18
FF;2725;TOTAL;26
HF;2725;TOTAL;1634
HH;2725;TOTAL;17
FF;2739;TOTAL;13
HF;2739;TOTAL;695
HH;2739;TOTAL;6
FF;2758;TOTAL;4
HF;2758;TOTAL;480
HH;2758;TOTAL;9
FF;2770;TOTAL;10
HF;2770;TOTAL;664
HH;2770;TOTAL;9
FF;2771;TOTAL;20
HF;2771;TOTAL;1428
HH;2771;TOTAL;15
FF;2789;TOTAL;13
HF;2789;TOTAL;929
HH;2789;TOTAL;13
FF;2790;TOTAL;5
HF;2790;TOTAL;452
HH;2790;TOTAL;3
FF;2814;TOTAL;42
HF;2814;TOTAL;2057
HH;2814;TOTAL;33
FF;2827;TOTAL;33
HF;2827;TOTAL;1933
HH;2827;TOTAL;27
FF;2850;TOTAL;16
HF;2850;TOTAL;1275
HH;2850;TOTAL;25
FF;2861;TOTAL;11
HF;2861;TOTAL;726
HH;2861;TOTAL;16
FF;2876;TOTAL;68
HF;2876;TOTAL;3811
HH;2876;TOTAL;58
FF;3202;TOTAL;22
HF;3202;TOTAL;1373
HH;3202;TOTAL;11
FF;3259;TOTAL;155
HF;3259;TOTAL;8326
HH;3259;TOTAL;97
FF;3260;TOTAL;31
HF;3260;TOTAL;2357
HH;3260;TOTAL;20
FF;3262;TOTAL;107
HF;3262;TOTAL;4323
HH;3262;TOTAL;56
FF;3280;TOTAL;24
HF;3280;TOTAL;1445
HH;3280;TOTAL;12
FF;4408;TOTAL;12
HF;4408;TOTAL;656
HH;4408;TOTAL;7
FF;4410;TOTAL;14
HF;4410;TOTAL;837
HH;4410;TOTAL;7
FF;4451;TOTAL;19
HF;4451;TOTAL;1608
HH;4451;TOTAL;12
FF;4452;TOTAL;3
HF;4452;TOTAL;417
HH;4452;TOTAL;3
FF;4454;TOTAL;35
HF;4454;TOTAL;2271
HH;4454;TOTAL;25
FF;4455;TOTAL;4
HF;4455;TOTAL;482
HH;4455;TOTAL;3
FF;4457;TOTAL;44
HF;4457;TOTAL;3430
HH;4457;TOTAL;26
FF;4467;TOTAL;44
HF;4467;TOTAL;4027
HH;4467;TOTAL;29
FF;4468;TOTAL;27
HF;4468;TOTAL;2658
HH;4468;TOTAL;20
FF;4488;TOTAL;8
HF;4488;TOTAL;906
HH;4488;TOTAL;9
FF;5244;TOTAL;93
HF;5244;TOTAL;4488
HH;5244;TOTAL;73
FF;5249;TOTAL;37
HF;5249;TOTAL;2426
HH;5249;TOTAL;20
FF;5253;TOTAL;15
HF;5253;TOTAL;818
HH;5253;TOTAL;5
FF;5272;TOTAL;34
HF;5272;TOTAL;1494
HH;5272;TOTAL;24
FF;5285;TOTAL;50
HF;5285;TOTAL;2191
HH;5285;TOTAL;35
FF;5322;TOTAL;36
HF;5322;TOTAL;1566
HH;5322;TOTAL;12
FF;5329;TOTAL;48
HF;5329;TOTAL;2508
HH;5329;TOTAL;28
FF;5335;TOTAL;57
HF;5335;TOTAL;2960
HH;5335;TOTAL;37
FF;5356;TOTAL;39
HF;5356;TOTAL;2183
HH;5356;TOTAL;23
FF;7516;TOTAL;21
HF;7516;TOTAL;1024
HH;7516;TOTAL;21
FF;7517;TOTAL;52
HF;7517;TOTAL;1822
HH;7517;TOTAL;30
FF;7519;TOTAL;7
HF;7519;TOTAL;603
HH;7519;TOTAL;12
FF;7523;TOTAL;5
HF;7523;TOTAL;212
HH;7523;TOTAL;3
FF;7524;TOTAL;24
HF;7524;TOTAL;1154
HH;7524;TOTAL;14
FF;7533;TOTAL;115
HF;7533;TOTAL;5533
HH;7533;TOTAL;92
FF;7540;TOTAL;28
HF;7540;TOTAL;1207
HH;7540;TOTAL;9
FF;7547;TOTAL;17
HF;7547;TOTAL;855
HH;7547;TOTAL;10
FF;7564;TOTAL;41
HF;7564;TOTAL;1749
HH;7564;TOTAL;28
FF;7579;TOTAL;15
HF;7579;TOTAL;912
HH;7579;TOTAL;6
FF;7586;TOTAL;30
HF;7586;TOTAL;1078
HH;7586;TOTAL;15
FF;7587;TOTAL;22
HF;7587;TOTAL;904
HH;7587;TOTAL;14
FF;7609;TOTAL;14
HF;7609;TOTAL;402
HH;7609;TOTAL;9
FF;7611;TOTAL;25
HF;7611;TOTAL;1070
HH;7611;TOTAL;10
FF;7612;TOTAL;16
HF;7612;TOTAL;788
HH;7612;TOTAL;14
FF;7630;TOTAL;55
HF;7630;TOTAL;2525
HH;7630;TOTAL;44
FF;7631;TOTAL;111
HF;7631;TOTAL;4473
HH;7631;TOTAL;80
FF;7632;TOTAL;8
HF;7632;TOTAL;525
HH;7632;TOTAL;8
FF;7634;TOTAL;100
HF;7634;TOTAL;3894
HH;7634;TOTAL;76
FF;7646;TOTAL;9
HF;7646;TOTAL;463
HH;7646;TOTAL;7
FF;7648;TOTAL;6
HF;7648;TOTAL;133
HH;7648;TOTAL;0
FF;7665;TOTAL;12
HF;7665;TOTAL;548
HH;7665;TOTAL;8
FF;7666;TOTAL;35
HF;7666;TOTAL;1429
HH;7666;TOTAL;33
FF;7681;TOTAL;27
HF;7681;TOTAL;996
HH;7681;TOTAL;11
FF;7682;TOTAL;18
HF;7682;TOTAL;788
HH;7682;TOTAL;9
FF;8401;TOTAL;30
HF;8401;TOTAL;2111
HH;8401;TOTAL;19
FF;8403;TOTAL;13
HF;8403;TOTAL;861
HH;8403;TOTAL;9
FF;8407;TOTAL;14
HF;8407;TOTAL;970
HH;8407;TOTAL;12
FF;8415;TOTAL;9
HF;8415;TOTAL;315
HH;8415;TOTAL;3
FF;8426;TOTAL;33
HF;8426;TOTAL;1741
HH;8426;TOTAL;20
FF;8438;TOTAL;72
HF;8438;TOTAL;4218
HH;8438;TOTAL;35
FF;8442;TOTAL;28
HF;8442;TOTAL;2345
HH;8442;TOTAL;23
FF;8443;TOTAL;6
HF;8443;TOTAL;629
HH;8443;TOTAL;4
FF;8463;TOTAL;32
HF;8463;TOTAL;1839
HH;8463;TOTAL;28
FF;8469;TOTAL;120
HF;8469;TOTAL;6779
HH;8469;TOTAL;91
FF;8473;TOTAL;23
HF;8473;TOTAL;1352
HH;8473;TOTAL;8
FF;8474;TOTAL;56
HF;8474;TOTAL;3002
HH;8474;TOTAL;33
FF;9304;TOTAL;10
HF;9304;TOTAL;466
HH;9304;TOTAL;8
FF;9305;TOTAL;10
HF;9305;TOTAL;429
HH;9305;TOTAL;2
FF;9306;TOTAL;59
HF;9306;TOTAL;3812
HH;9306;TOTAL;77
FF;9313;TOTAL;110
HF;9313;TOTAL;7505
HH;9313;TOTAL;80
FF;9383;TOTAL;74
HF;9383;TOTAL;3755
HH;9383;TOTAL;54
FF;9384;TOTAL;33
HF;9384;TOTAL;2020
HH;9384;TOTAL;25
FF;942A;TOTAL;4
HF;942A;TOTAL;477
HH;942A;TOTAL;4
FF;942B;TOTAL;8
HF;942B;TOTAL;515
HH;942B;TOTAL;2
FF;971;TOTAL;5
HF;971;TOTAL;894
HH;971;TOTAL;1
FF;972;TOTAL;3
HF;972;TOTAL;1017
HH;972;TOTAL;3
FF;973;TOTAL;3
HF;973;TOTAL;618
HH;973;TOTAL;4
FF;974;TOTAL;30
HF;974;TOTAL;2817
HH;974;TOTAL;16
FF;976;TOTAL;0
HF;976;TOTAL;339
HH;976;TOTAL;4
FF;11XX;ETR_ETR;16
HF;11XX;ETR_ETR;4523
HH;11XX;ETR_ETR;22
FF;24XX;ETR_ETR;0
HF;24XX;ETR_ETR;255
HH;24XX;ETR_ETR;0
FF;27XX;ETR_ETR;0
HF;27XX;ETR_ETR;186
HH;27XX;ETR_ETR;2
FF;28XX;ETR_ETR;1
HF;28XX;ETR_ETR;220
HH;28XX;ETR_ETR;3
FF;32XX;ETR_ETR;1
HF;32XX;ETR_ETR;418
HH;32XX;ETR_ETR;0
FF;44XX;ETR_ETR;2
HF;44XX;ETR_ETR;583
HH;44XX;ETR_ETR;1
FF;52XX;ETR_ETR;1
HF;52XX;ETR_ETR;243
HH;52XX;ETR_ETR;1
FF;53XX;ETR_ETR;0
HF;53XX;ETR_ETR;194
HH;53XX;ETR_ETR;2
FF;75XX;ETR_ETR;3
HF;75XX;ETR_ETR;476
HH;75XX;ETR_ETR;7
FF;76XX;ETR_ETR;9
HF;76XX;ETR_ETR;615
HH;76XX;ETR_ETR;4
FF;84XX;ETR_ETR;7
HF;84XX;ETR_ETR;984
HH;84XX;ETR_ETR;5
FF;93XX;ETR_ETR;1
HF;93XX;ETR_ETR;702
HH;93XX;ETR_ETR;7
FF;94XX;ETR_ETR;0
HF;94XX;ETR_ETR;41
HH;94XX;ETR_ETR;0
FF;97XX;ETR_ETR;2
HF;97XX;ETR_ETR;210
HH;97XX;ETR_ETR;1
FF;11XX;FR_ETR;79
HF;11XX;FR_ETR;9977
HH;11XX;FR_ETR;209
FF;24XX;FR_ETR;8
HF;24XX;FR_ETR;893
HH;24XX;FR_ETR;14
FF;27XX;FR_ETR;6
HF;27XX;FR_ETR;874
HH;27XX;FR_ETR;9
FF;28XX;FR_ETR;3
HF;28XX;FR_ETR;994
HH;28XX;FR_ETR;21
FF;32XX;FR_ETR;16
HF;32XX;FR_ETR;1858
HH;32XX;FR_ETR;26
FF;44XX;FR_ETR;8
HF;44XX;FR_ETR;2129
HH;44XX;FR_ETR;24
FF;52XX;FR_ETR;10
HF;52XX;FR_ETR;1185
HH;52XX;FR_ETR;26
FF;53XX;FR_ETR;14
HF;53XX;FR_ETR;955
HH;53XX;FR_ETR;8
FF;75XX;FR_ETR;27
HF;75XX;FR_ETR;1914
HH;75XX;FR_ETR;34
FF;76XX;FR_ETR;34
HF;76XX;FR_ETR;2504
HH;76XX;FR_ETR;51
FF;84XX;FR_ETR;37
HF;84XX;FR_ETR;3590
HH;84XX;FR_ETR;47
FF;93XX;FR_ETR;11
HF;93XX;FR_ETR;2675
HH;93XX;FR_ETR;35
FF;94XX;FR_ETR;1
HF;94XX;FR_ETR;102
HH;94XX;FR_ETR;1
FF;97XX;FR_ETR;2
HF;97XX;FR_ETR;706
HH;97XX;FR_ETR;9
FF;11XX;FR_FR;472
HF;11XX;FR_FR;29738
HH;11XX;FR_FR;529
FF;24XX;FR_FR;110
HF;24XX;FR_FR;6254
HH;24XX;FR_FR;77
FF;27XX;FR_FR;111
HF;27XX;FR_FR;6675
HH;27XX;FR_FR;79
FF;28XX;FR_FR;166
HF;28XX;FR_FR;8588
HH;28XX;FR_FR;135
FF;32XX;FR_FR;322
HF;32XX;FR_FR;15548
HH;32XX;FR_FR;170
FF;44XX;FR_FR;200
HF;44XX;FR_FR;14580
HH;44XX;FR_FR;116
FF;52XX;FR_FR;218
HF;52XX;FR_FR;9989
HH;52XX;FR_FR;130
FF;53XX;FR_FR;166
HF;53XX;FR_FR;8068
HH;53XX;FR_FR;90
FF;75XX;FR_FR;347
HF;75XX;FR_FR;14663
HH;75XX;FR_FR;213
FF;76XX;FR_FR;393
HF;76XX;FR_FR;14915
HH;76XX;FR_FR;254
FF;84XX;FR_FR;392
HF;84XX;FR_FR;21588
HH;84XX;FR_FR;233
FF;93XX;FR_FR;284
HF;93XX;FR_FR;14610
HH;93XX;FR_FR;204
FF;94XX;FR_FR;11
HF;94XX;FR_FR;849
HH;94XX;FR_FR;5
FF;97XX;FR_FR;37
HF;97XX;FR_FR;4769
HH;97XX;FR_FR;18
FF;11XX;TOTAL;567
HF;11XX;TOTAL;44238
HH;11XX;TOTAL;760
FF;24XX;TOTAL;118
HF;24XX;TOTAL;7402
HH;24XX;TOTAL;91
FF;27XX;TOTAL;117
HF;27XX;TOTAL;7735
HH;27XX;TOTAL;90
FF;28XX;TOTAL;170
HF;28XX;TOTAL;9802
HH;28XX;TOTAL;159
FF;32XX;TOTAL;339
HF;32XX;TOTAL;17824
HH;32XX;TOTAL;196
FF;44XX;TOTAL;210
HF;44XX;TOTAL;17292
HH;44XX;TOTAL;141
FF;52XX;TOTAL;229
HF;52XX;TOTAL;11417
HH;52XX;TOTAL;157
FF;53XX;TOTAL;180
HF;53XX;TOTAL;9217
HH;53XX;TOTAL;100
FF;75XX;TOTAL;377
HF;75XX;TOTAL;17053
HH;75XX;TOTAL;254
FF;76XX;TOTAL;436
HF;76XX;TOTAL;18034
HH;76XX;TOTAL;309
FF;84XX;TOTAL;436
HF;84XX;TOTAL;26162
HH;84XX;TOTAL;285
FF;93XX;TOTAL;296
HF;93XX;TOTAL;17987
HH;93XX;TOTAL;246
FF;94XX;TOTAL;12
HF;94XX;TOTAL;992
HH;94XX;TOTAL;6
FF;97XX;TOTAL;41
HF;97XX;TOTAL;5685
HH;97XX;TOTAL;28
FF;FM;ETR_ETR;41
HF;FM;ETR_ETR;9439
HH;FM;ETR_ETR;54
FF;FE;ETR_ETR;43
HF;FE;ETR_ETR;9650
HH;FE;ETR_ETR;55
FF;FM;FR_ETR;254
HF;FM;FR_ETR;29641
HH;FM;FR_ETR;505
FF;FE;FR_ETR;256
HF;FE;FR_ETR;30356
HH;FE;FR_ETR;514
FF;FM;FR_FR;3193
HF;FM;FR_FR;165909
HH;FM;FR_FR;2233
FF;FE;FR_FR;3229
HF;FE;FR_FR;170834
HH;FE;FR_FR;2253
FF;FM;TOTAL;3488
HF;FM;TOTAL;204989
HH;FM;TOTAL;2792
FF;FE;TOTAL;3528
HF;FE;TOTAL;210840
HH;FE;TOTAL;2822
