TYPMAR3;REGDEP_MAR;GRAGE;NBMARIES
HF-H;7630;25_29;415
HH;7630;25_29;6
FF;7631;25_29;49
HF-F;7631;25_29;858
HF-H;7631;25_29;729
HH;7631;25_29;11
FF;7632;25_29;3
HF-F;7632;25_29;82
HF-H;7632;25_29;65
HH;7632;25_29;0
FF;7634;25_29;38
HF-F;7634;25_29;733
HF-H;7634;25_29;597
HH;7634;25_29;15
FF;7646;25_29;7
HF-F;7646;25_29;98
HF-H;7646;25_29;74
HH;7646;25_29;2
FF;7648;25_29;2
HF-F;7648;25_29;33
HF-H;7648;25_29;25
HH;7648;25_29;0
FF;7665;25_29;5
HF-F;7665;25_29;96
HF-H;7665;25_29;76
HH;7665;25_29;0
FF;7666;25_29;20
HF-F;7666;25_29;268
HF-H;7666;25_29;209
HH;7666;25_29;6
FF;7681;25_29;5
HF-F;7681;25_29;223
HF-H;7681;25_29;171
HH;7681;25_29;1
FF;7682;25_29;6
HF-F;7682;25_29;141
HF-H;7682;25_29;103
HH;7682;25_29;3
FF;8401;25_29;10
HF-F;8401;25_29;467
HF-H;8401;25_29;351
HH;8401;25_29;8
FF;8403;25_29;6
HF-F;8403;25_29;193
HF-H;8403;25_29;163
HH;8403;25_29;3
FF;8407;25_29;11
HF-F;8407;25_29;204
HF-H;8407;25_29;155
HH;8407;25_29;5
FF;8415;25_29;3
HF-F;8415;25_29;71
HF-H;8415;25_29;56
HH;8415;25_29;0
FF;8426;25_29;20
HF-F;8426;25_29;404
HF-H;8426;25_29;332
HH;8426;25_29;5
FF;8438;25_29;30
HF-F;8438;25_29;948
HF-H;8438;25_29;808
HH;8438;25_29;13
FF;8442;25_29;11
HF-F;8442;25_29;610
HF-H;8442;25_29;511
HH;8442;25_29;4
FF;8443;25_29;1
HF-F;8443;25_29;129
HF-H;8443;25_29;99
HH;8443;25_29;1
FF;8463;25_29;25
HF-F;8463;25_29;351
HF-H;8463;25_29;261
HH;8463;25_29;13
FF;8469;25_29;37
HF-F;8469;25_29;1778
HF-H;8469;25_29;1450
HH;8469;25_29;18
FF;8473;25_29;11
HF-F;8473;25_29;310
HF-H;8473;25_29;232
HH;8473;25_29;1
FF;8474;25_29;18
HF-F;8474;25_29;695
HF-H;8474;25_29;559
HH;8474;25_29;9
FF;9304;25_29;8
HF-F;9304;25_29;112
HF-H;9304;25_29;71
HH;9304;25_29;1
FF;9305;25_29;6
HF-F;9305;25_29;85
HF-H;9305;25_29;64
HH;9305;25_29;1
FF;9306;25_29;18
HF-F;9306;25_29;798
HF-H;9306;25_29;604
HH;9306;25_29;8
FF;9313;25_29;39
HF-F;9313;25_29;1646
HF-H;9313;25_29;1380
HH;9313;25_29;25
FF;9383;25_29;29
HF-F;9383;25_29;782
HF-H;9383;25_29;588
HH;9383;25_29;8
FF;9384;25_29;13
HF-F;9384;25_29;479
HF-H;9384;25_29;400
HH;9384;25_29;2
FF;942A;25_29;4
HF-F;942A;25_29;82
HF-H;942A;25_29;58
HH;942A;25_29;0
FF;942B;25_29;1
HF-F;942B;25_29;81
HF-H;942B;25_29;60
HH;942B;25_29;0
FF;971;25_29;2
HF-F;971;25_29;131
HF-H;971;25_29;105
HH;971;25_29;0
FF;972;25_29;2
HF-F;972;25_29;130
HF-H;972;25_29;109
HH;972;25_29;1
FF;973;25_29;0
HF-F;973;25_29;116
HF-H;973;25_29;94
HH;973;25_29;1
FF;974;25_29;15
HF-F;974;25_29;614
HF-H;974;25_29;476
HH;974;25_29;8
FF;976;25_29;0
HF-F;976;25_29;97
HF-H;976;25_29;72
HH;976;25_29;0
FF;1175;30_34;77
HF-F;1175;30_34;2444
HF-H;1175;30_34;2539
HH;1175;30_34;121
FF;1177;30_34;30
HF-F;1177;30_34;1073
HF-H;1177;30_34;1147
HH;1177;30_34;17
FF;1178;30_34;42
HF-F;1178;30_34;1080
HF-H;1178;30_34;1168
HH;1178;30_34;11
FF;1191;30_34;15
HF-F;1191;30_34;899
HF-H;1191;30_34;979
HH;1191;30_34;5
FF;1192;30_34;28
HF-F;1192;30_34;1585
HF-H;1192;30_34;1674
HH;1192;30_34;29
FF;1193;30_34;24
HF-F;1193;30_34;1038
HF-H;1193;30_34;1279
HH;1193;30_34;16
FF;1194;30_34;35
HF-F;1194;30_34;1125
HF-H;1194;30_34;1228
HH;1194;30_34;17
FF;1195;30_34;19
HF-F;1195;30_34;950
HF-H;1195;30_34;1077
HH;1195;30_34;6
FF;2418;30_34;11
HF-F;2418;30_34;183
HF-H;2418;30_34;190
HH;2418;30_34;2
FF;2428;30_34;12
HF-F;2428;30_34;278
HF-H;2428;30_34;284
HH;2428;30_34;5
FF;2436;30_34;2
HF-F;2436;30_34;124
HF-H;2436;30_34;133
HH;2436;30_34;1
FF;2437;30_34;24
HF-F;2437;30_34;471
HF-H;2437;30_34;449
HH;2437;30_34;8
FF;2441;30_34;7
HF-F;2441;30_34;199
HF-H;2441;30_34;210
HH;2441;30_34;0
FF;2445;30_34;23
HF-F;2445;30_34;423
HF-H;2445;30_34;425
HH;2445;30_34;10
FF;2721;30_34;18
HF-F;2721;30_34;372
HF-H;2721;30_34;358
HH;2721;30_34;10
FF;2725;30_34;13
HF-F;2725;30_34;354
HF-H;2725;30_34;373
HH;2725;30_34;5
FF;2739;30_34;5
HF-F;2739;30_34;164
HF-H;2739;30_34;167
HH;2739;30_34;2
FF;2758;30_34;2
HF-F;2758;30_34;118
HF-H;2758;30_34;131
HH;2758;30_34;4
FF;2770;30_34;8
HF-F;2770;30_34;149
HF-H;2770;30_34;150
HH;2770;30_34;5
FF;2771;30_34;9
HF-F;2771;30_34;370
HF-H;2771;30_34;394
HH;2771;30_34;6
FF;2789;30_34;10
HF-F;2789;30_34;202
HF-H;2789;30_34;191
HH;2789;30_34;4
FF;2790;30_34;1
HF-F;2790;30_34;97
HF-H;2790;30_34;121
HH;2790;30_34;0
FF;2814;30_34;26
HF-F;2814;30_34;521
HF-H;2814;30_34;540
HH;2814;30_34;6
FF;2827;30_34;17
HF-F;2827;30_34;434
HF-H;2827;30_34;443
HH;2827;30_34;6
FF;2850;30_34;11
HF-F;2850;30_34;331
HF-H;2850;30_34;350
HH;2850;30_34;6
FF;2861;30_34;3
HF-F;2861;30_34;159
HF-H;2861;30_34;170
HH;2861;30_34;3
FF;2876;30_34;40
HF-F;2876;30_34;907
HF-H;2876;30_34;944
HH;2876;30_34;25
FF;3202;30_34;9
HF-F;3202;30_34;292
HF-H;3202;30_34;309
HH;3202;30_34;5
FF;3259;30_34;83
HF-F;3259;30_34;1958
HF-H;3259;30_34;2114
HH;3259;30_34;39
FF;3260;30_34;11
HF-F;3260;30_34;512
HF-H;3260;30_34;544
HH;3260;30_34;7
FF;3262;30_34;44
HF-F;3262;30_34;1061
HF-H;3262;30_34;1063
HH;3262;30_34;27
FF;3280;30_34;15
HF-F;3280;30_34;309
HF-H;3280;30_34;335
HH;3280;30_34;5
FF;4408;30_34;4
HF-F;4408;30_34;145
HF-H;4408;30_34;132
HH;4408;30_34;5
FF;4410;30_34;3
HF-F;4410;30_34;178
HF-H;4410;30_34;178
HH;4410;30_34;2
FF;4451;30_34;10
HF-F;4451;30_34;403
HF-H;4451;30_34;392
HH;4451;30_34;4
FF;4452;30_34;3
HF-F;4452;30_34;101
HF-H;4452;30_34;105
HH;4452;30_34;1
FF;4454;30_34;21
HF-F;4454;30_34;519
HF-H;4454;30_34;516
HH;4454;30_34;17
FF;4455;30_34;1
HF-F;4455;30_34;108
HF-H;4455;30_34;117
HH;4455;30_34;0
FF;4457;30_34;19
HF-F;4457;30_34;833
HF-H;4457;30_34;814
HH;4457;30_34;11
FF;4467;30_34;34
HF-F;4467;30_34;921
HF-H;4467;30_34;930
HH;4467;30_34;8
FF;4468;30_34;9
HF-F;4468;30_34;568
HF-H;4468;30_34;577
HH;4468;30_34;1
FF;4488;30_34;12
HF-F;4488;30_34;222
HF-H;4488;30_34;216
HH;4488;30_34;3
FF;5244;30_34;60
HF-F;5244;30_34;1081
HF-H;5244;30_34;1068
HH;5244;30_34;34
FF;5249;30_34;29
HF-F;5249;30_34;633
HF-H;5249;30_34;643
HH;5249;30_34;8
FF;5253;30_34;2
HF-F;5253;30_34;208
HF-H;5253;30_34;212
HH;5253;30_34;1
FF;5272;30_34;18
HF-F;5272;30_34;368
HF-H;5272;30_34;374
HH;5272;30_34;4
FF;5285;30_34;25
HF-F;5285;30_34;580
HF-H;5285;30_34;511
HH;5285;30_34;14
FF;5322;30_34;22
HF-F;5322;30_34;378
HF-H;5322;30_34;390
HH;5322;30_34;6
FF;5329;30_34;25
HF-F;5329;30_34;658
HF-H;5329;30_34;622
HH;5329;30_34;10
FF;5335;30_34;38
HF-F;5335;30_34;716
HF-H;5335;30_34;779
HH;5335;30_34;17
FF;5356;30_34;24
HF-F;5356;30_34;582
HF-H;5356;30_34;588
HH;5356;30_34;4
FF;7516;30_34;9
HF-F;7516;30_34;245
HF-H;7516;30_34;214
HH;7516;30_34;5
FF;7517;30_34;29
HF-F;7517;30_34;447
HF-H;7517;30_34;412
HH;7517;30_34;18
FF;7519;30_34;7
HF-F;7519;30_34;159
HF-H;7519;30_34;134
HH;7519;30_34;1
FF;7523;30_34;4
HF-F;7523;30_34;41
HF-H;7523;30_34;52
HH;7523;30_34;1
FF;7524;30_34;10
HF-F;7524;30_34;277
HF-H;7524;30_34;261
HH;7524;30_34;4
FF;7533;30_34;60
HF-F;7533;30_34;1239
HF-H;7533;30_34;1183
HH;7533;30_34;25
FF;7540;30_34;19
HF-F;7540;30_34;292
HF-H;7540;30_34;270
HH;7540;30_34;3
FF;7547;30_34;4
HF-F;7547;30_34;195
HF-H;7547;30_34;206
HH;7547;30_34;6
FF;7564;30_34;27
HF-F;7564;30_34;474
HF-H;7564;30_34;449
HH;7564;30_34;11
FF;7579;30_34;6
HF-F;7579;30_34;219
HF-H;7579;30_34;203
HH;7579;30_34;5
FF;7586;30_34;18
HF-F;7586;30_34;233
HF-H;7586;30_34;245
HH;7586;30_34;1
FF;7587;30_34;14
HF-F;7587;30_34;196
HF-H;7587;30_34;211
HH;7587;30_34;4
FF;7609;30_34;7
HF-F;7609;30_34;73
HF-H;7609;30_34;72
HH;7609;30_34;9
FF;7611;30_34;13
HF-F;7611;30_34;230
HF-H;7611;30_34;237
HH;7611;30_34;5
FF;7612;30_34;13
HF-F;7612;30_34;194
HF-H;7612;30_34;192
HH;7612;30_34;2
FF;7630;30_34;24
HF-F;7630;30_34;554
HF-H;7630;30_34;598
HH;7630;30_34;15
FF;7631;30_34;50
HF-F;7631;30_34;942
HF-H;7631;30_34;961
HH;7631;30_34;22
FF;7632;30_34;1
HF-F;7632;30_34;125
HF-H;7632;30_34;123
HH;7632;30_34;4
FF;7634;30_34;52
HF-F;7634;30_34;828
HF-H;7634;30_34;855
HH;7634;30_34;12
FF;7646;30_34;4
HF-F;7646;30_34;103
HF-H;7646;30_34;90
HH;7646;30_34;0
FF;7648;30_34;1
HF-F;7648;30_34;46
HF-H;7648;30_34;39
HH;7648;30_34;0
FF;7665;30_34;3
HF-F;7665;30_34;132
HF-H;7665;30_34;103
HH;7665;30_34;0
FF;7666;30_34;14
HF-F;7666;30_34;311
HF-H;7666;30_34;305
HH;7666;30_34;8
FF;7681;30_34;16
HF-F;7681;30_34;216
HF-H;7681;30_34;196
HH;7681;30_34;1
FF;7682;30_34;11
HF-F;7682;30_34;184
HF-H;7682;30_34;190
HH;7682;30_34;2
FF;8401;30_34;19
HF-F;8401;30_34;483
HF-H;8401;30_34;498
HH;8401;30_34;9
FF;8403;30_34;2
HF-F;8403;30_34;183
HF-H;8403;30_34;206
HH;8403;30_34;7
FF;8407;30_34;11
HF-F;8407;30_34;235
HF-H;8407;30_34;248
HH;8407;30_34;6
FF;8415;30_34;3
HF-F;8415;30_34;80
HF-H;8415;30_34;71
HH;8415;30_34;0
FF;8426;30_34;14
HF-F;8426;30_34;404
HF-H;8426;30_34;440
HH;8426;30_34;3
FF;8438;30_34;46
HF-F;8438;30_34;881
HF-H;8438;30_34;910
HH;8438;30_34;19
FF;8442;30_34;9
HF-F;8442;30_34;520
HF-H;8442;30_34;563
HH;8442;30_34;8
FF;8443;30_34;1
HF-F;8443;30_34;151
HF-H;8443;30_34;148
HH;8443;30_34;1
FF;8463;30_34;14
HF-F;8463;30_34;408
HF-H;8463;30_34;423
HH;8463;30_34;11
FF;8469;30_34;61
HF-F;8469;30_34;1379
HF-H;8469;30_34;1586
HH;8469;30_34;45
FF;8473;30_34;15
HF-F;8473;30_34;322
HF-H;8473;30_34;335
HH;8473;30_34;5
FF;8474;30_34;32
HF-F;8474;30_34;704
HF-H;8474;30_34;771
HH;8474;30_34;15
FF;9304;30_34;0
HF-F;9304;30_34;112
HF-H;9304;30_34;120
HH;9304;30_34;0
FF;9305;30_34;5
HF-F;9305;30_34;101
HF-H;9305;30_34;98
HH;9305;30_34;0
FF;9306;30_34;35
HF-F;9306;30_34;868
HF-H;9306;30_34;913
HH;9306;30_34;18
FF;9313;30_34;53
HF-F;9313;30_34;1587
HF-H;9313;30_34;1669
HH;9313;30_34;27
FF;9383;30_34;33
HF-F;9383;30_34;856
HF-H;9383;30_34;872
HH;9383;30_34;19
FF;9384;30_34;16
HF-F;9384;30_34;470
HF-H;9384;30_34;474
HH;9384;30_34;6
FF;942A;30_34;2
HF-F;942A;30_34;139
HF-H;942A;30_34;119
HH;942A;30_34;2
FF;942B;30_34;4
HF-F;942B;30_34;133
HF-H;942B;30_34;118
HH;942B;30_34;0
FF;971;30_34;3
HF-F;971;30_34;180
HF-H;971;30_34;140
HH;971;30_34;0
FF;972;30_34;1
HF-F;972;30_34;200
HF-H;972;30_34;159
HH;972;30_34;1
FF;973;30_34;3
HF-F;973;30_34;113
HF-H;973;30_34;104
HH;973;30_34;2
FF;974;30_34;9
HF-F;974;30_34;669
HF-H;974;30_34;622
HH;974;30_34;1
FF;976;30_34;0
HF-F;976;30_34;56
HF-H;976;30_34;77
HH;976;30_34;2
FF;1175;35_39;59
HF-F;1175;35_39;1066
HF-H;1175;35_39;1269
HH;1175;35_39;108
FF;1177;35_39;21
HF-F;1177;35_39;728
HF-H;1177;35_39;752
HH;1177;35_39;28
FF;1178;35_39;28
HF-F;1178;35_39;646
HF-H;1178;35_39;728
HH;1178;35_39;9
FF;1191;35_39;17
HF-F;1191;35_39;566
HF-H;1191;35_39;628
HH;1191;35_39;7
FF;1192;35_39;23
HF-F;1192;35_39;663
HF-H;1192;35_39;863
HH;1192;35_39;15
FF;1193;35_39;20
HF-F;1193;35_39;591
HF-H;1193;35_39;802
HH;1193;35_39;16
FF;1194;35_39;23
HF-F;1194;35_39;597
HF-H;1194;35_39;713
HH;1194;35_39;12
FF;1195;35_39;11
HF-F;1195;35_39;558
HF-H;1195;35_39;686
HH;1195;35_39;4
FF;2418;35_39;1
HF-F;2418;35_39;151
HF-H;2418;35_39;137
HH;2418;35_39;3
FF;2428;35_39;1
HF-F;2428;35_39;216
HF-H;2428;35_39;218
HH;2428;35_39;2
FF;2436;35_39;2
HF-F;2436;35_39;76
HF-H;2436;35_39;95
HH;2436;35_39;1
FF;2437;35_39;15
HF-F;2437;35_39;259
HF-H;2437;35_39;320
HH;2437;35_39;2
FF;2441;35_39;8
HF-F;2441;35_39;136
HF-H;2441;35_39;155
HH;2441;35_39;1
FF;2445;35_39;7
HF-F;2445;35_39;261
HF-H;2445;35_39;308
HH;2445;35_39;10
FF;2721;35_39;17
HF-F;2721;35_39;236
HF-H;2721;35_39;267
HH;2721;35_39;5
FF;2725;35_39;10
HF-F;2725;35_39;224
HF-H;2725;35_39;271
HH;2725;35_39;5
FF;2739;35_39;1
HF-F;2739;35_39;121
HF-H;2739;35_39;124
HH;2739;35_39;1
FF;2758;35_39;1
HF-F;2758;35_39;91
HF-H;2758;35_39;91
HH;2758;35_39;3
FF;2770;35_39;5
HF-F;2770;35_39;95
HF-H;2770;35_39;104
HH;2770;35_39;4
FF;2771;35_39;4
HF-F;2771;35_39;227
HF-H;2771;35_39;233
HH;2771;35_39;7
FF;2789;35_39;6
HF-F;2789;35_39;145
HF-H;2789;35_39;182
HH;2789;35_39;4
FF;2790;35_39;1
HF-F;2790;35_39;71
HF-H;2790;35_39;73
HH;2790;35_39;0
FF;2814;35_39;9
HF-F;2814;35_39;357
HF-H;2814;35_39;355
HH;2814;35_39;8
FF;2827;35_39;17
HF-F;2827;35_39;300
HF-H;2827;35_39;295
HH;2827;35_39;11
FF;2850;35_39;4
HF-F;2850;35_39;227
HF-H;2850;35_39;241
HH;2850;35_39;8
FF;2861;35_39;1
HF-F;2861;35_39;111
HF-H;2861;35_39;120
HH;2861;35_39;6
FF;2876;35_39;30
HF-F;2876;35_39;569
HF-H;2876;35_39;630
HH;2876;35_39;13
FF;3202;35_39;8
HF-F;3202;35_39;237
HF-H;3202;35_39;225
HH;3202;35_39;1
FF;3259;35_39;41
HF-F;3259;35_39;1202
HF-H;3259;35_39;1283
HH;3259;35_39;27
FF;3260;35_39;16
HF-F;3260;35_39;338
HF-H;3260;35_39;380
HH;3260;35_39;7
FF;3262;35_39;27
HF-F;3262;35_39;663
HF-H;3262;35_39;759
HH;3262;35_39;16
FF;3280;35_39;3
HF-F;3280;35_39;224
HF-H;3280;35_39;241
HH;3280;35_39;6
FF;4408;35_39;4
HF-F;4408;35_39;108
HF-H;4408;35_39;110
HH;4408;35_39;3
FF;4410;35_39;5
HF-F;4410;35_39;131
HF-H;4410;35_39;130
HH;4410;35_39;3
FF;4451;35_39;2
HF-F;4451;35_39;242
HF-H;4451;35_39;272
HH;4451;35_39;4
FF;4452;35_39;3
HF-F;4452;35_39;60
HF-H;4452;35_39;79
HH;4452;35_39;0
FF;4454;35_39;9
HF-F;4454;35_39;327
HF-H;4454;35_39;399
HH;4454;35_39;11
FF;4455;35_39;0
HF-F;4455;35_39;81
HF-H;4455;35_39;81
HH;4455;35_39;0
FF;4457;35_39;15
HF-F;4457;35_39;504
HF-H;4457;35_39;560
HH;4457;35_39;7
FF;4467;35_39;8
HF-F;4467;35_39;556
HF-H;4467;35_39;649
HH;4467;35_39;4
FF;4468;35_39;4
HF-F;4468;35_39;342
HF-H;4468;35_39;344
HH;4468;35_39;1
FF;4488;35_39;1
HF-F;4488;35_39;144
HF-H;4488;35_39;151
HH;4488;35_39;2
FF;5244;35_39;24
HF-F;5244;35_39;730
HF-H;5244;35_39;852
HH;5244;35_39;25
FF;5249;35_39;12
HF-F;5249;35_39;392
HF-H;5249;35_39;439
HH;5249;35_39;9
FF;5253;35_39;2
HF-F;5253;35_39;155
HF-H;5253;35_39;150
HH;5253;35_39;1
FF;5272;35_39;12
HF-F;5272;35_39;231
HF-H;5272;35_39;251
HH;5272;35_39;8
FF;5285;35_39;14
HF-F;5285;35_39;351
HF-H;5285;35_39;407
HH;5285;35_39;7
FF;5322;35_39;7
HF-F;5322;35_39;261
HF-H;5322;35_39;267
HH;5322;35_39;2
FF;5329;35_39;14
HF-F;5329;35_39;436
HF-H;5329;35_39;424
HH;5329;35_39;7
FF;5335;35_39;15
HF-F;5335;35_39;519
HF-H;5335;35_39;492
HH;5335;35_39;11
FF;5356;35_39;8
HF-F;5356;35_39;344
HF-H;5356;35_39;357
HH;5356;35_39;4
FF;7516;35_39;7
HF-F;7516;35_39;153
HF-H;7516;35_39;190
HH;7516;35_39;6
FF;7517;35_39;16
HF-F;7517;35_39;357
HF-H;7517;35_39;365
HH;7517;35_39;5
FF;7519;35_39;3
HF-F;7519;35_39;102
HF-H;7519;35_39;107
HH;7519;35_39;4
FF;7523;35_39;1
HF-F;7523;35_39;53
HF-H;7523;35_39;45
HH;7523;35_39;0
FF;7524;35_39;6
HF-F;7524;35_39;206
HF-H;7524;35_39;194
HH;7524;35_39;4
FF;7533;35_39;44
HF-F;7533;35_39;831
HF-H;7533;35_39;899
HH;7533;35_39;22
FF;7540;35_39;9
HF-F;7540;35_39;218
HF-H;7540;35_39;222
HH;7540;35_39;5
FF;7547;35_39;6
HF-F;7547;35_39;132
HF-H;7547;35_39;141
HH;7547;35_39;0
FF;7564;35_39;18
HF-F;7564;35_39;308
HF-H;7564;35_39;323
HH;7564;35_39;8
FF;7579;35_39;9
HF-F;7579;35_39;170
HF-H;7579;35_39;161
HH;7579;35_39;2
FF;7586;35_39;11
HF-F;7586;35_39;166
HF-H;7586;35_39;177
HH;7586;35_39;3
FF;7587;35_39;10
HF-F;7587;35_39;159
HF-H;7587;35_39;143
HH;7587;35_39;3
FF;7609;35_39;2
HF-F;7609;35_39;56
HF-H;7609;35_39;64
HH;7609;35_39;2
FF;7611;35_39;5
HF-F;7611;35_39;176
HF-H;7611;35_39;187
HH;7611;35_39;3
FF;7612;35_39;6
HF-F;7612;35_39;118
HF-H;7612;35_39;139
HH;7612;35_39;4
FF;7630;35_39;21
HF-F;7630;35_39;364
HF-H;7630;35_39;419
HH;7630;35_39;12
FF;7631;35_39;39
HF-F;7631;35_39;619
HF-H;7631;35_39;665
HH;7631;35_39;17
FF;7632;35_39;7
HF-F;7632;35_39;98
HF-H;7632;35_39;84
HH;7632;35_39;2
FF;7634;35_39;33
HF-F;7634;35_39;560
HF-H;7634;35_39;597
HH;7634;35_39;31
FF;7646;35_39;1
HF-F;7646;35_39;87
HF-H;7646;35_39;79
HH;7646;35_39;2
FF;7648;35_39;2
HF-F;7648;35_39;31
HF-H;7648;35_39;30
HH;7648;35_39;1
FF;7665;35_39;6
HF-F;7665;35_39;91
HF-H;7665;35_39;88
HH;7665;35_39;2
FF;7666;35_39;14
HF-F;7666;35_39;226
HF-H;7666;35_39;241
HH;7666;35_39;8
FF;7681;35_39;10
HF-F;7681;35_39;172
HF-H;7681;35_39;189
HH;7681;35_39;3
FF;7682;35_39;2
HF-F;7682;35_39;114
HF-H;7682;35_39;129
HH;7682;35_39;3
FF;8401;35_39;9
HF-F;8401;35_39;338
HF-H;8401;35_39;368
HH;8401;35_39;5
FF;8403;35_39;5
HF-F;8403;35_39;145
HF-H;8403;35_39;117
HH;8403;35_39;4
FF;8407;35_39;7
HF-F;8407;35_39;158
HF-H;8407;35_39;169
HH;8407;35_39;7
FF;8415;35_39;0
HF-F;8415;35_39;53
HF-H;8415;35_39;65
HH;8415;35_39;1
FF;8426;35_39;13
HF-F;8426;35_39;248
HF-H;8426;35_39;282
HH;8426;35_39;7
FF;8438;35_39;26
HF-F;8438;35_39;628
HF-H;8438;35_39;638
HH;8438;35_39;11
FF;8442;35_39;10
HF-F;8442;35_39;306
HF-H;8442;35_39;353
HH;8442;35_39;8
FF;8443;35_39;2
HF-F;8443;35_39;100
HF-H;8443;35_39;105
HH;8443;35_39;4
FF;8463;35_39;12
HF-F;8463;35_39;304
HF-H;8463;35_39;314
HH;8463;35_39;3
FF;8469;35_39;52
HF-F;8469;35_39;834
HF-H;8469;35_39;954
HH;8469;35_39;24
FF;8473;35_39;12
HF-F;8473;35_39;221
HF-H;8473;35_39;247
HH;8473;35_39;2
FF;8474;35_39;17
HF-F;8474;35_39;426
HF-H;8474;35_39;455
HH;8474;35_39;12
FF;9304;35_39;3
HF-F;9304;35_39;79
HF-H;9304;35_39;74
HH;9304;35_39;4
FF;9305;35_39;1
HF-F;9305;35_39;67
HF-H;9305;35_39;69
HH;9305;35_39;0
FF;9306;35_39;18
HF-F;9306;35_39;533
HF-H;9306;35_39;546
HH;9306;35_39;17
FF;9313;35_39;28
HF-F;9313;35_39;973
HF-H;9313;35_39;1134
HH;9313;35_39;25
FF;9383;35_39;28
HF-F;9383;35_39;573
HF-H;9383;35_39;633
HH;9383;35_39;10
FF;9384;35_39;8
HF-F;9384;35_39;278
HF-H;9384;35_39;340
HH;9384;35_39;6
FF;942A;35_39;1
HF-F;942A;35_39;80
HF-H;942A;35_39;93
HH;942A;35_39;2
FF;942B;35_39;3
HF-F;942B;35_39;87
HF-H;942B;35_39;81
HH;942B;35_39;0
FF;971;35_39;2
HF-F;971;35_39;152
HF-H;971;35_39;130
HH;971;35_39;0
FF;972;35_39;0
HF-F;972;35_39;161
HF-H;972;35_39;152
HH;972;35_39;1
FF;973;35_39;3
HF-F;973;35_39;116
HF-H;973;35_39;104
HH;973;35_39;1
FF;974;35_39;11
HF-F;974;35_39;443
HF-H;974;35_39;519
HH;974;35_39;6
FF;976;35_39;0
HF-F;976;35_39;47
HF-H;976;35_39;35
HH;976;35_39;1
FF;1175;40_49;65
HF-F;1175;40_49;898
HF-H;1175;40_49;1091
HH;1175;40_49;149
FF;1177;40_49;13
HF-F;1177;40_49;830
HF-H;1177;40_49;952
HH;1177;40_49;17
FF;1178;40_49;9
HF-F;1178;40_49;724
HF-H;1178;40_49;853
HH;1178;40_49;14
FF;1191;40_49;20
HF-F;1191;40_49;699
HF-H;1191;40_49;793
HH;1191;40_49;14
FF;1192;40_49;23
HF-F;1192;40_49;646
HF-H;1192;40_49;822
HH;1192;40_49;25
FF;1193;40_49;10
HF-F;1193;40_49;644
HF-H;1193;40_49;781
HH;1193;40_49;24
FF;1194;40_49;10
HF-F;1194;40_49;592
HF-H;1194;40_49;728
HH;1194;40_49;18
FF;1195;40_49;10
HF-F;1195;40_49;601
HF-H;1195;40_49;698
HH;1195;40_49;17
FF;2418;40_49;2
HF-F;2418;40_49;145
HF-H;2418;40_49;171
HH;2418;40_49;3
FF;2428;40_49;5
HF-F;2428;40_49;215
HF-H;2428;40_49;237
HH;2428;40_49;5
FF;2436;40_49;3
HF-F;2436;40_49;103
HF-H;2436;40_49;103
HH;2436;40_49;3
FF;2437;40_49;17
HF-F;2437;40_49;346
HF-H;2437;40_49;354
HH;2437;40_49;11
FF;2441;40_49;5
HF-F;2441;40_49;155
HF-H;2441;40_49;168
HH;2441;40_49;3
FF;2445;40_49;10
HF-F;2445;40_49;350
HF-H;2445;40_49;387
HH;2445;40_49;11
FF;2721;40_49;11
HF-F;2721;40_49;288
HF-H;2721;40_49;317
HH;2721;40_49;8
FF;2725;40_49;7
HF-F;2725;40_49;284
HF-H;2725;40_49;298
HH;2725;40_49;1
FF;2739;40_49;9
HF-F;2739;40_49;140
HF-H;2739;40_49;153
HH;2739;40_49;3
FF;2758;40_49;3
HF-F;2758;40_49;93
HF-H;2758;40_49;98
HH;2758;40_49;7
FF;2770;40_49;1
HF-F;2770;40_49;129
HF-H;2770;40_49;147
HH;2770;40_49;3
FF;2771;40_49;1
HF-F;2771;40_49;250
HF-H;2771;40_49;276
HH;2771;40_49;6
FF;2789;40_49;2
HF-F;2789;40_49;182
HF-H;2789;40_49;181
HH;2789;40_49;10
FF;2790;40_49;1
HF-F;2790;40_49;75
HF-H;2790;40_49;86
HH;2790;40_49;2
FF;2814;40_49;13
HF-F;2814;40_49;353
HF-H;2814;40_49;435
HH;2814;40_49;7
FF;2827;40_49;8
HF-F;2827;40_49;407
HF-H;2827;40_49;416
HH;2827;40_49;16
FF;2850;40_49;2
HF-F;2850;40_49;234
HF-H;2850;40_49;259
HH;2850;40_49;7
FF;2861;40_49;3
HF-F;2861;40_49;136
HF-H;2861;40_49;141
HH;2861;40_49;7
FF;2876;40_49;19
HF-F;2876;40_49;626
HF-H;2876;40_49;698
HH;2876;40_49;19
FF;3202;40_49;17
HF-F;3202;40_49;279
HF-H;3202;40_49;306
HH;3202;40_49;2
FF;3259;40_49;44
HF-F;3259;40_49;1327
HF-H;3259;40_49;1572
HH;3259;40_49;43
FF;3260;40_49;12
HF-F;3260;40_49;445
HF-H;3260;40_49;468
HH;3260;40_49;8
FF;3262;40_49;33
HF-F;3262;40_49;832
HF-H;3262;40_49;882
HH;3262;40_49;23
FF;3280;40_49;5
HF-F;3280;40_49;271
HF-H;3280;40_49;279
HH;3280;40_49;6
FF;4408;40_49;1
HF-F;4408;40_49;141
