TYPMAR2;REGDEP_MAR;MMAR;NBMAR
HH;7587;05;4
FF;7609;05;0
HF;7609;05;24
HH;7609;05;1
FF;7611;05;1
HF;7611;05;91
HH;7611;05;0
FF;7612;05;0
HF;7612;05;77
HH;7612;05;0
FF;7630;05;3
HF;7630;05;227
HH;7630;05;4
FF;7631;05;14
HF;7631;05;328
HH;7631;05;6
FF;7632;05;0
HF;7632;05;43
HH;7632;05;0
FF;7634;05;11
HF;7634;05;327
HH;7634;05;6
FF;7646;05;1
HF;7646;05;39
HH;7646;05;0
FF;7648;05;1
HF;7648;05;10
HH;7648;05;0
FF;7665;05;1
HF;7665;05;52
HH;7665;05;0
FF;7666;05;3
HF;7666;05;110
HH;7666;05;3
FF;7681;05;0
HF;7681;05;85
HH;7681;05;1
FF;7682;05;0
HF;7682;05;62
HH;7682;05;3
FF;8401;05;4
HF;8401;05;193
HH;8401;05;1
FF;8403;05;1
HF;8403;05;71
HH;8403;05;0
FF;8407;05;3
HF;8407;05;88
HH;8407;05;2
FF;8415;05;0
HF;8415;05;24
HH;8415;05;0
FF;8426;05;4
HF;8426;05;160
HH;8426;05;1
FF;8438;05;6
HF;8438;05;356
HH;8438;05;4
FF;8442;05;3
HF;8442;05;196
HH;8442;05;4
FF;8443;05;2
HF;8443;05;46
HH;8443;05;0
FF;8463;05;3
HF;8463;05;145
HH;8463;05;6
FF;8469;05;10
HF;8469;05;535
HH;8469;05;7
FF;8473;05;3
HF;8473;05;126
HH;8473;05;0
FF;8474;05;5
HF;8474;05;283
HH;8474;05;2
FF;9304;05;0
HF;9304;05;34
HH;9304;05;1
FF;9305;05;0
HF;9305;05;40
HH;9305;05;0
FF;9306;05;7
HF;9306;05;336
HH;9306;05;8
FF;9313;05;10
HF;9313;05;645
HH;9313;05;6
FF;9383;05;8
HF;9383;05;356
HH;9383;05;6
FF;9384;05;6
HF;9384;05;209
HH;9384;05;2
FF;942A;05;1
HF;942A;05;27
HH;942A;05;0
FF;942B;05;3
HF;942B;05;37
HH;942B;05;0
FF;971;05;0
HF;971;05;30
HH;971;05;0
FF;972;05;0
HF;972;05;65
HH;972;05;0
FF;973;05;0
HF;973;05;28
HH;973;05;0
FF;974;05;1
HF;974;05;189
HH;974;05;0
FF;976;05;0
HF;976;05;38
HH;976;05;1
FF;1175;06;13
HF;1175;06;1082
HH;1175;06;42
FF;1177;06;8
HF;1177;06;677
HH;1177;06;6
FF;1178;06;6
HF;1178;06;624
HH;1178;06;10
FF;1191;06;5
HF;1191;06;493
HH;1191;06;2
FF;1192;06;8
HF;1192;06;752
HH;1192;06;10
FF;1193;06;6
HF;1193;06;561
HH;1193;06;3
FF;1194;06;5
HF;1194;06;578
HH;1194;06;4
FF;1195;06;4
HF;1195;06;525
HH;1195;06;3
FF;2418;06;3
HF;2418;06;121
HH;2418;06;0
FF;2428;06;5
HF;2428;06;177
HH;2428;06;5
FF;2436;06;2
HF;2436;06;59
HH;2436;06;0
FF;2437;06;6
HF;2437;06;260
HH;2437;06;3
FF;2441;06;1
HF;2441;06;143
HH;2441;06;0
FF;2445;06;5
HF;2445;06;275
HH;2445;06;8
FF;2721;06;4
HF;2721;06;197
HH;2721;06;0
FF;2725;06;4
HF;2725;06;184
HH;2725;06;1
FF;2739;06;3
HF;2739;06;102
HH;2739;06;2
FF;2758;06;0
HF;2758;06;71
HH;2758;06;2
FF;2770;06;3
HF;2770;06;70
HH;2770;06;2
FF;2771;06;2
HF;2771;06;217
HH;2771;06;2
FF;2789;06;1
HF;2789;06;145
HH;2789;06;3
FF;2790;06;0
HF;2790;06;68
HH;2790;06;0
FF;2814;06;3
HF;2814;06;300
HH;2814;06;3
FF;2827;06;7
HF;2827;06;294
HH;2827;06;4
FF;2850;06;1
HF;2850;06;178
HH;2850;06;5
FF;2861;06;4
HF;2861;06;109
HH;2861;06;3
FF;2876;06;10
HF;2876;06;523
HH;2876;06;8
FF;3202;06;6
HF;3202;06;199
HH;3202;06;1
FF;3259;06;22
HF;3259;06;1076
HH;3259;06;12
FF;3260;06;6
HF;3260;06;343
HH;3260;06;0
FF;3262;06;18
HF;3262;06;595
HH;3262;06;10
FF;3280;06;5
HF;3280;06;190
HH;3280;06;2
FF;4408;06;2
HF;4408;06;92
HH;4408;06;1
FF;4410;06;7
HF;4410;06;103
HH;4410;06;1
FF;4451;06;7
HF;4451;06;217
HH;4451;06;1
FF;4452;06;0
HF;4452;06;64
HH;4452;06;1
FF;4454;06;5
HF;4454;06;288
HH;4454;06;1
FF;4455;06;0
HF;4455;06;59
HH;4455;06;0
FF;4457;06;4
HF;4457;06;463
HH;4457;06;3
FF;4467;06;3
HF;4467;06;516
HH;4467;06;2
FF;4468;06;6
HF;4468;06;331
HH;4468;06;0
FF;4488;06;1
HF;4488;06;109
HH;4488;06;0
FF;5244;06;14
HF;5244;06;602
HH;5244;06;9
FF;5249;06;5
HF;5249;06;380
HH;5249;06;3
FF;5253;06;2
HF;5253;06;118
HH;5253;06;0
FF;5272;06;7
HF;5272;06;212
HH;5272;06;2
FF;5285;06;6
HF;5285;06;316
HH;5285;06;10
FF;5322;06;5
HF;5322;06;223
HH;5322;06;3
FF;5329;06;8
HF;5329;06;273
HH;5329;06;1
FF;5335;06;8
HF;5335;06;430
HH;5335;06;5
FF;5356;06;3
HF;5356;06;298
HH;5356;06;1
FF;7516;06;3
HF;7516;06;116
HH;7516;06;1
FF;7517;06;11
HF;7517;06;283
HH;7517;06;6
FF;7519;06;3
HF;7519;06;82
HH;7519;06;1
FF;7523;06;1
HF;7523;06;25
HH;7523;06;0
FF;7524;06;4
HF;7524;06;150
HH;7524;06;0
FF;7533;06;23
HF;7533;06;690
HH;7533;06;12
FF;7540;06;3
HF;7540;06;155
HH;7540;06;1
FF;7547;06;1
HF;7547;06;98
HH;7547;06;2
FF;7564;06;3
HF;7564;06;222
HH;7564;06;6
FF;7579;06;2
HF;7579;06;94
HH;7579;06;1
FF;7586;06;1
HF;7586;06;138
HH;7586;06;0
FF;7587;06;2
HF;7587;06;137
HH;7587;06;1
FF;7609;06;2
HF;7609;06;74
HH;7609;06;0
FF;7611;06;3
HF;7611;06;139
HH;7611;06;4
FF;7612;06;0
HF;7612;06;102
HH;7612;06;2
FF;7630;06;7
HF;7630;06;432
HH;7630;06;7
FF;7631;06;8
HF;7631;06;466
HH;7631;06;9
FF;7632;06;1
HF;7632;06;50
HH;7632;06;0
FF;7634;06;11
HF;7634;06;501
HH;7634;06;8
FF;7646;06;1
HF;7646;06;52
HH;7646;06;1
FF;7648;06;1
HF;7648;06;22
HH;7648;06;0
FF;7665;06;1
HF;7665;06;71
HH;7665;06;0
FF;7666;06;3
HF;7666;06;176
HH;7666;06;3
FF;7681;06;5
HF;7681;06;123
HH;7681;06;2
FF;7682;06;0
HF;7682;06;97
HH;7682;06;1
FF;8401;06;5
HF;8401;06;308
HH;8401;06;1
FF;8403;06;4
HF;8403;06;120
HH;8403;06;2
FF;8407;06;4
HF;8407;06;173
HH;8407;06;2
FF;8415;06;2
HF;8415;06;43
HH;8415;06;0
FF;8426;06;3
HF;8426;06;266
HH;8426;06;2
FF;8438;06;11
HF;8438;06;545
HH;8438;06;4
FF;8442;06;2
HF;8442;06;312
HH;8442;06;5
FF;8443;06;0
HF;8443;06;93
HH;8443;06;1
FF;8463;06;4
HF;8463;06;264
HH;8463;06;4
FF;8469;06;12
HF;8469;06;844
HH;8469;06;5
FF;8473;06;4
HF;8473;06;152
HH;8473;06;1
FF;8474;06;4
HF;8474;06;347
HH;8474;06;4
FF;9304;06;1
HF;9304;06;85
HH;9304;06;1
FF;9305;06;4
HF;9305;06;76
HH;9305;06;0
FF;9306;06;10
HF;9306;06;512
HH;9306;06;12
FF;9313;06;13
HF;9313;06;961
HH;9313;06;14
FF;9383;06;8
HF;9383;06;546
HH;9383;06;15
FF;9384;06;6
HF;9384;06;290
HH;9384;06;3
FF;942A;06;0
HF;942A;06;98
HH;942A;06;1
FF;942B;06;0
HF;942B;06;78
HH;942B;06;0
FF;971;06;0
HF;971;06;48
HH;971;06;0
FF;972;06;0
HF;972;06;66
HH;972;06;1
FF;973;06;0
HF;973;06;38
HH;973;06;0
FF;974;06;4
HF;974;06;164
HH;974;06;1
FF;976;06;0
HF;976;06;36
HH;976;06;1
FF;1175;07;11
HF;1175;07;1154
HH;1175;07;37
FF;1177;07;10
HF;1177;07;851
HH;1177;07;10
FF;1178;07;15
HF;1178;07;837
HH;1178;07;4
FF;1191;07;5
HF;1191;07;713
HH;1191;07;3
FF;1192;07;14
HF;1192;07;898
HH;1192;07;10
FF;1193;07;9
HF;1193;07;783
HH;1193;07;8
FF;1194;07;11
HF;1194;07;724
HH;1194;07;8
FF;1195;07;3
HF;1195;07;767
HH;1195;07;2
FF;2418;07;3
HF;2418;07;165
HH;2418;07;1
FF;2428;07;2
HF;2428;07;260
HH;2428;07;1
FF;2436;07;1
HF;2436;07;119
HH;2436;07;1
FF;2437;07;3
HF;2437;07;357
HH;2437;07;4
FF;2441;07;3
HF;2441;07;192
HH;2441;07;2
FF;2445;07;8
HF;2445;07;428
HH;2445;07;3
FF;2721;07;4
HF;2721;07;340
HH;2721;07;1
FF;2725;07;8
HF;2725;07;304
HH;2725;07;0
FF;2739;07;6
HF;2739;07;174
HH;2739;07;2
FF;2758;07;4
HF;2758;07;122
HH;2758;07;4
FF;2770;07;3
HF;2770;07;167
HH;2770;07;2
FF;2771;07;3
HF;2771;07;356
HH;2771;07;5
FF;2789;07;2
HF;2789;07;208
HH;2789;07;4
FF;2790;07;0
HF;2790;07;84
HH;2790;07;0
FF;2814;07;11
HF;2814;07;440
HH;2814;07;4
FF;2827;07;7
HF;2827;07;442
HH;2827;07;2
FF;2850;07;3
HF;2850;07;343
HH;2850;07;6
FF;2861;07;1
HF;2861;07;174
HH;2861;07;2
FF;2876;07;5
HF;2876;07;682
HH;2876;07;8
FF;3202;07;3
HF;3202;07;328
HH;3202;07;1
FF;3259;07;29
HF;3259;07;1504
HH;3259;07;16
FF;3260;07;5
HF;3260;07;449
HH;3260;07;4
FF;3262;07;16
HF;3262;07;908
HH;3262;07;8
FF;3280;07;7
HF;3280;07;309
HH;3280;07;0
FF;4408;07;3
HF;4408;07;168
HH;4408;07;3
FF;4410;07;1
HF;4410;07;183
HH;4410;07;1
FF;4451;07;4
HF;4451;07;350
HH;4451;07;2
FF;4452;07;1
HF;4452;07;100
HH;4452;07;1
FF;4454;07;9
HF;4454;07;450
HH;4454;07;2
FF;4455;07;1
HF;4455;07;119
HH;4455;07;1
FF;4457;07;13
HF;4457;07;652
HH;4457;07;4
FF;4467;07;9
HF;4467;07;705
HH;4467;07;3
FF;4468;07;5
HF;4468;07;475
HH;4468;07;5
FF;4488;07;4
HF;4488;07;230
HH;4488;07;4
FF;5244;07;15
HF;5244;07;837
HH;5244;07;12
FF;5249;07;4
HF;5249;07;535
HH;5249;07;3
FF;5253;07;4
HF;5253;07;194
HH;5253;07;3
FF;5272;07;6
HF;5272;07;345
HH;5272;07;2
FF;5285;07;10
HF;5285;07;448
HH;5285;07;3
FF;5322;07;6
HF;5322;07;355
HH;5322;07;2
FF;5329;07;5
HF;5329;07;498
HH;5329;07;6
FF;5335;07;10
HF;5335;07;605
HH;5335;07;6
FF;5356;07;8
HF;5356;07;504
HH;5356;07;6
FF;7516;07;5
HF;7516;07;247
HH;7516;07;1
FF;7517;07;4
HF;7517;07;436
HH;7517;07;4
FF;7519;07;2
HF;7519;07;148
HH;7519;07;2
FF;7523;07;5
HF;7523;07;82
HH;7523;07;1
FF;7524;07;7
HF;7524;07;283
HH;7524;07;6
FF;7533;07;20
HF;7533;07;1047
HH;7533;07;13
FF;7540;07;6
HF;7540;07;268
HH;7540;07;1
FF;7547;07;7
HF;7547;07;207
HH;7547;07;2
FF;7564;07;7
HF;7564;07;360
HH;7564;07;5
FF;7579;07;2
HF;7579;07;228
HH;7579;07;3
FF;7586;07;2
HF;7586;07;243
HH;7586;07;0
FF;7587;07;5
HF;7587;07;208
HH;7587;07;6
FF;7609;07;6
HF;7609;07;74
HH;7609;07;4
FF;7611;07;7
HF;7611;07;262
HH;7611;07;2
FF;7612;07;4
HF;7612;07;182
HH;7612;07;2
FF;7630;07;10
HF;7630;07;523
HH;7630;07;9
FF;7631;07;25
HF;7631;07;789
HH;7631;07;17
FF;7632;07;1
HF;7632;07;136
HH;7632;07;2
FF;7634;07;21
HF;7634;07;722
HH;7634;07;13
FF;7646;07;1
HF;7646;07;112
HH;7646;07;1
FF;7648;07;1
HF;7648;07;55
HH;7648;07;0
FF;7665;07;6
HF;7665;07;130
HH;7665;07;4
FF;7666;07;6
HF;7666;07;288
HH;7666;07;7
FF;7681;07;6
HF;7681;07;246
HH;7681;07;4
FF;7682;07;6
HF;7682;07;170
HH;7682;07;3
FF;8401;07;7
HF;8401;07;407
HH;8401;07;9
FF;8403;07;2
HF;8403;07;218
HH;8403;07;1
FF;8407;07;0
HF;8407;07;224
HH;8407;07;4
FF;8415;07;1
HF;8415;07;78
HH;8415;07;0
FF;8426;07;5
HF;8426;07;386
HH;8426;07;1
FF;8438;07;13
HF;8438;07;846
HH;8438;07;7
FF;8442;07;7
HF;8442;07;487
HH;8442;07;1
FF;8443;07;2
HF;8443;07;156
HH;8443;07;0
FF;8463;07;9
HF;8463;07;384
HH;8463;07;5
FF;8469;07;19
HF;8469;07;1122
HH;8469;07;8
FF;8473;07;3
HF;8473;07;259
HH;8473;07;2
FF;8474;07;4
HF;8474;07;528
HH;8474;07;7
FF;9304;07;2
HF;9304;07;120
HH;9304;07;1
FF;9305;07;0
HF;9305;07;81
HH;9305;07;0
FF;9306;07;6
HF;9306;07;660
HH;9306;07;11
FF;9313;07;21
HF;9313;07;1359
HH;9313;07;10
FF;9383;07;7
HF;9383;07;739
HH;9383;07;7
FF;9384;07;3
HF;9384;07;410
HH;9384;07;5
FF;942A;07;1
HF;942A;07;106
HH;942A;07;1
FF;942B;07;0
HF;942B;07;134
HH;942B;07;0
FF;971;07;0
HF;971;07;162
HH;971;07;0
FF;972;07;0
HF;972;07;212
HH;972;07;1
FF;973;07;1
HF;973;07;89
HH;973;07;0
FF;974;07;2
HF;974;07;472
HH;974;07;0
FF;976;07;0
HF;976;07;35
HH;976;07;1
FF;1175;08;11
HF;1175;08;510
HH;1175;08;18
FF;1177;08;4
HF;1177;08;461
HH;1177;08;3
FF;1178;08;2
HF;1178;08;343
HH;1178;08;1
FF;1191;08;2
HF;1191;08;351
HH;1191;08;2
FF;1192;08;2
HF;1192;08;409
HH;1192;08;3
FF;1193;08;3
HF;1193;08;336
HH;1193;08;2
FF;1194;08;2
HF;1194;08;331
HH;1194;08;2
FF;1195;08;1
HF;1195;08;319
HH;1195;08;4
FF;2418;08;0
HF;2418;08;147
HH;2418;08;1
FF;2428;08;0
HF;2428;08;164
HH;2428;08;0
FF;2436;08;0
HF;2436;08;115
HH;2436;08;1
FF;2437;08;4
HF;2437;08;267
HH;2437;08;1
FF;2441;08;2
HF;2441;08;134
HH;2441;08;1
FF;2445;08;5
HF;2445;08;252
HH;2445;08;3
FF;2721;08;6
HF;2721;08;233
HH;2721;08;3
FF;2725;08;3
HF;2725;08;250
HH;2725;08;3
FF;2739;08;2
HF;2739;08;136
HH;2739;08;0
FF;2758;08;0
HF;2758;08;116
HH;2758;08;1
FF;2770;08;2
HF;2770;08;126
HH;2770;08;1
FF;2771;08;5
HF;2771;08;248
HH;2771;08;4
FF;2789;08;4
HF;2789;08;146
HH;2789;08;1
FF;2790;08;0
HF;2790;08;68
HH;2790;08;0
FF;2814;08;5
HF;2814;08;304
HH;2814;08;2
FF;2827;08;3
HF;2827;08;271
HH;2827;08;7
FF;2850;08;4
HF;2850;08;231
HH;2850;08;6
FF;2861;08;1
HF;2861;08;109
HH;2861;08;1
FF;2876;08;4
HF;2876;08;515
HH;2876;08;7
FF;3202;08;4
HF;3202;08;251
HH;3202;08;2
FF;3259;08;18
HF;3259;08;1038
HH;3259;08;10
FF;3260;08;2
HF;3260;08;265
HH;3260;08;3
FF;3262;08;10
HF;3262;08;723
HH;3262;08;3
FF;3280;08;2
HF;3280;08;240
HH;3280;08;4
FF;4408;08;0
HF;4408;08;112
HH;4408;08;0
FF;4410;08;2
HF;4410;08;143
HH;4410;08;0
FF;4451;08;0
HF;4451;08;233
HH;4451;08;1
FF;4452;08;0
HF;4452;08;71
HH;4452;08;0
FF;4454;08;6
HF;4454;08;335
HH;4454;08;1
FF;4455;08;0
HF;4455;08;94
HH;4455;08;2
FF;4457;08;7
HF;4457;08;503
HH;4457;08;3
FF;4467;08;6
HF;4467;08;553
HH;4467;08;4
FF;4468;08;4
HF;4468;08;358
HH;4468;08;0
FF;4488;08;3
HF;4488;08;175
HH;4488;08;2
FF;5244;08;10
HF;5244;08;564
HH;5244;08;11
FF;5249;08;8
HF;5249;08;338
HH;5249;08;3
FF;5253;08;0
HF;5253;08;140
HH;5253;08;1
FF;5272;08;2
HF;5272;08;209
HH;5272;08;3
FF;5285;08;7
HF;5285;08;336
HH;5285;08;3
FF;5322;08;6
HF;5322;08;269
HH;5322;08;1
FF;5329;08;9
HF;5329;08;421
HH;5329;08;5
FF;5335;08;5
HF;5335;08;422
HH;5335;08;5
FF;5356;08;5
HF;5356;08;386
HH;5356;08;1
FF;7516;08;3
HF;7516;08;187
HH;7516;08;4
FF;7517;08;9
HF;7517;08;359
HH;7517;08;9
FF;7519;08;0
HF;7519;08;116
HH;7519;08;3
FF;7523;08;0
HF;7523;08;44
HH;7523;08;0
FF;7524;08;5
HF;7524;08;264
HH;7524;08;1
FF;7533;08;16
HF;7533;08;749
HH;7533;08;14
FF;7540;08;2
HF;7540;08;267
HH;7540;08;3
FF;7547;08;4
HF;7547;08;162
HH;7547;08;0
FF;7564;08;4
HF;7564;08;297
HH;7564;08;3
FF;7579;08;3
HF;7579;08;197
HH;7579;08;1
FF;7586;08;9
HF;7586;08;171
HH;7586;08;1
FF;7587;08;2
HF;7587;08;160
HH;7587;08;3
FF;7609;08;1
HF;7609;08;88
HH;7609;08;4
FF;7611;08;1
HF;7611;08;206
HH;7611;08;0
FF;7612;08;6
HF;7612;08;157
HH;7612;08;0
FF;7630;08;7
HF;7630;08;391
HH;7630;08;6
FF;7631;08;11
HF;7631;08;564
HH;7631;08;4
FF;7632;08;2
HF;7632;08;116
HH;7632;08;3
FF;7634;08;10
HF;7634;08;568
HH;7634;08;17
FF;7646;08;2
HF;7646;08;107
HH;7646;08;0
FF;7648;08;2
HF;7648;08;32
HH;7648;08;0
FF;7665;08;1
HF;7665;08;94
HH;7665;08;0
FF;7666;08;4
HF;7666;08;228
HH;7666;08;1
FF;7681;08;2
HF;7681;08;186
HH;7681;08;0
FF;7682;08;1
HF;7682;08;142
HH;7682;08;0
FF;8401;08;4
HF;8401;08;243
HH;8401;08;0
FF;8403;08;2
HF;8403;08;165
HH;8403;08;2
FF;8407;08;0
HF;8407;08;157
HH;8407;08;1
FF;8415;08;2
HF;8415;08;80
HH;8415;08;3
FF;8426;08;6
HF;8426;08;260
HH;8426;08;6
FF;8438;08;8
HF;8438;08;486
HH;8438;08;5
FF;8442;08;2
HF;8442;08;271
HH;8442;08;0
FF;8443;08;1
HF;8443;08;126
HH;8443;08;0
FF;8463;08;5
HF;8463;08;258
HH;8463;08;2
FF;8469;08;7
HF;8469;08;598
HH;8469;08;9
FF;8473;08;5
HF;8473;08;196
HH;8473;08;2
FF;8474;08;9
HF;8474;08;327
HH;8474;08;4
FF;9304;08;5
HF;9304;08;82
HH;9304;08;1
FF;9305;08;1
HF;9305;08;73
HH;9305;08;0
FF;9306;08;9
HF;9306;08;473
HH;9306;08;4
FF;9313;08;8
HF;9313;08;930
HH;9313;08;12
FF;9383;08;12
HF;9383;08;574
HH;9383;08;4
FF;9384;08;8
HF;9384;08;297
HH;9384;08;2
FF;942A;08;1
HF;942A;08;75
HH;942A;08;0
FF;942B;08;2
HF;942B;08;102
HH;942B;08;0
FF;971;08;1
HF;971;08;180
HH;971;08;1
FF;972;08;0
HF;972;08;161
HH;972;08;0
FF;973;08;0
HF;973;08;83
HH;973;08;2
FF;974;08;2
HF;974;08;295
HH;974;08;3
FF;976;08;0
HF;976;08;46
HH;976;08;0
FF;1175;09;19
HF;1175;09;864
HH;1175;09;46
FF;1177;09;3
HF;1177;09;701
HH;1177;09;8
FF;1178;09;3
HF;1178;09;632
HH;1178;09;4
FF;1191;09;9
HF;1191;09;542
HH;1191;09;5
FF;1192;09;11
HF;1192;09;641
HH;1192;09;12
FF;1193;09;1
HF;1193;09;600
HH;1193;09;4
FF;1194;09;10
HF;1194;09;562
HH;1194;09;2
FF;1195;09;7
HF;1195;09;559
HH;1195;09;5
FF;2418;09;0
HF;2418;09;128
HH;2418;09;2
FF;2428;09;2
HF;2428;09;193
HH;2428;09;0
FF;2436;09;0
HF;2436;09;79
HH;2436;09;0
FF;2437;09;8
HF;2437;09;264
HH;2437;09;5
FF;2441;09;2
HF;2441;09;134
HH;2441;09;0
FF;2445;09;3
HF;2445;09;285
HH;2445;09;2
FF;2721;09;4
HF;2721;09;188
HH;2721;09;2
FF;2725;09;2
HF;2725;09;214
HH;2725;09;5
FF;2739;09;2
HF;2739;09;87
HH;2739;09;1
FF;2758;09;0
HF;2758;09;46
HH;2758;09;1
FF;2770;09;1
HF;2770;09;96
HH;2770;09;2
FF;2771;09;0
HF;2771;09;198
HH;2771;09;3
FF;2789;09;4
HF;2789;09;144
HH;2789;09;2
FF;2790;09;3
HF;2790;09;56
HH;2790;09;2
FF;2814;09;4
HF;2814;09;343
HH;2814;09;3
FF;2827;09;3
HF;2827;09;287
HH;2827;09;3
FF;2850;09;2
HF;2850;09;182
HH;2850;09;3
FF;2861;09;1
HF;2861;09;122
HH;2861;09;4
FF;2876;09;12
HF;2876;09;577
HH;2876;09;9
FF;3202;09;5
HF;3202;09;175
HH;3202;09;2
FF;3259;09;28
HF;3259;09;1290
HH;3259;09;20
FF;3260;09;5
HF;3260;09;375
HH;3260;09;4
FF;3262;09;13
HF;3262;09;656
HH;3262;09;6
FF;3280;09;6
HF;3280;09;210
HH;3280;09;4
FF;4408;09;4
HF;4408;09;86
HH;4408;09;0
FF;4410;09;2
HF;4410;09;117
HH;4410;09;0
FF;4451;09;2
HF;4451;09;172
HH;4451;09;1
FF;4452;09;0
HF;4452;09;64
HH;4452;09;1
FF;4454;09;6
HF;4454;09;300
HH;4454;09;6
FF;4455;09;0
HF;4455;09;50
HH;4455;09;0
FF;4457;09;5
HF;4457;09;406
HH;4457;09;5
FF;4467;09;4
HF;4467;09;474
HH;4467;09;2
FF;4468;09;2
HF;4468;09;341
HH;4468;09;4
FF;4488;09;0
HF;4488;09;116
HH;4488;09;0
FF;5244;09;12
HF;5244;09;631
HH;5244;09;13
FF;5249;09;7
HF;5249;09;357
HH;5249;09;3
FF;5253;09;1
HF;5253;09;104
HH;5253;09;1
FF;5272;09;4
HF;5272;09;214
HH;5272;09;5
FF;5285;09;9
HF;5285;09;338
HH;5285;09;4
FF;5322;09;5
HF;5322;09;241
HH;5322;09;2
FF;5329;09;5
HF;5329;09;344
HH;5329;09;3
FF;5335;09;5
HF;5335;09;388
HH;5335;09;6
FF;5356;09;9
HF;5356;09;314
HH;5356;09;3
FF;7516;09;2
HF;7516;09;116
HH;7516;09;1
FF;7517;09;8
HF;7517;09;298
HH;7517;09;5
FF;7519;09;1
HF;7519;09;84
HH;7519;09;2
FF;7523;09;1
HF;7523;09;36
HH;7523;09;0
FF;7524;09;4
HF;7524;09;167
HH;7524;09;1
FF;7533;09;12
HF;7533;09;722
HH;7533;09;9
FF;7540;09;4
HF;7540;09;201
HH;7540;09;2
FF;7547;09;3
HF;7547;09;136
HH;7547;09;3
FF;7564;09;7
HF;7564;09;242
HH;7564;09;4
FF;7579;09;0
HF;7579;09;115
HH;7579;09;0
FF;7586;09;8
HF;7586;09;139
HH;7586;09;2
FF;7587;09;4
HF;7587;09;121
HH;7587;09;0
FF;7609;09;4
HF;7609;09;65
HH;7609;09;2
FF;7611;09;5
HF;7611;09;155
HH;7611;09;1
FF;7612;09;1
HF;7612;09;102
HH;7612;09;2
FF;7630;09;9
HF;7630;09;300
HH;7630;09;8
FF;7631;09;8
HF;7631;09;494
HH;7631;09;14
FF;7632;09;3
HF;7632;09;92
HH;7632;09;1
FF;7634;09;17
HF;7634;09;515
HH;7634;09;7
FF;7646;09;1
HF;7646;09;65
HH;7646;09;0
FF;7648;09;0
HF;7648;09;15
HH;7648;09;0
FF;7665;09;3
HF;7665;09;67
HH;7665;09;0
FF;7666;09;7
HF;7666;09;239
HH;7666;09;10
FF;7681;09;5
HF;7681;09;164
HH;7681;09;3
FF;7682;09;4
HF;7682;09;106
HH;7682;09;1
FF;8401;09;0
HF;8401;09;302
HH;8401;09;4
FF;8403;09;1
HF;8403;09;113
HH;8403;09;3
FF;8407;09;4
HF;8407;09;131
HH;8407;09;1
FF;8415;09;1
HF;8415;09;47
HH;8415;09;1
FF;8426;09;6
HF;8426;09;250
HH;8426;09;4
FF;8438;09;13
HF;8438;09;609
HH;8438;09;4
FF;8442;09;3
HF;8442;09;363
HH;8442;09;7
FF;8443;09;1
HF;8443;09;105
HH;8443;09;0
FF;8463;09;3
HF;8463;09;238
HH;8463;09;6
FF;8469;09;18
HF;8469;09;795
HH;8469;09;12
FF;8473;09;4
HF;8473;09;214
HH;8473;09;2
FF;8474;09;7
HF;8474;09;392
HH;8474;09;2
FF;9304;09;3
HF;9304;09;65
HH;9304;09;2
FF;9305;09;2
HF;9305;09;70
HH;9305;09;1
FF;9306;09;4
HF;9306;09;568
HH;9306;09;12
FF;9313;09;20
HF;9313;09;992
HH;9313;09;10
FF;9383;09;13
HF;9383;09;603
HH;9383;09;8
FF;9384;09;5
HF;9384;09;285
HH;9384;09;3
FF;942A;09;0
HF;942A;09;75
HH;942A;09;0
FF;942B;09;1
HF;942B;09;47
HH;942B;09;0
FF;971;09;0
HF;971;09;19
HH;971;09;0
FF;972;09;0
HF;972;09;23
HH;972;09;0
FF;973;09;0
HF;973;09;26
HH;973;09;1
FF;974;09;2
HF;974;09;178
HH;974;09;1
FF;976;09;0
HF;976;09;27
HH;976;09;0
FF;1175;10;10
HF;1175;10;698
HH;1175;10;44
FF;1177;10;6
HF;1177;10;443
HH;1177;10;5
FF;1178;10;6
HF;1178;10;410
HH;1178;10;3
FF;1191;10;3
HF;1191;10;376
HH;1191;10;2
FF;1192;10;4
HF;1192;10;537
HH;1192;10;4
FF;1193;10;4
HF;1193;10;497
HH;1193;10;8
FF;1194;10;9
HF;1194;10;402
HH;1194;10;4
FF;1195;10;5
HF;1195;10;422
HH;1195;10;1
FF;2418;10;0
HF;2418;10;51
HH;2418;10;2
FF;2428;10;1
HF;2428;10;105
HH;2428;10;0
FF;2436;10;2
HF;2436;10;29
HH;2436;10;1
FF;2437;10;5
HF;2437;10;157
HH;2437;10;2
FF;2441;10;4
HF;2441;10;65
HH;2441;10;0
FF;2445;10;2
HF;2445;10;175
HH;2445;10;2
FF;2721;10;2
HF;2721;10;98
HH;2721;10;4
FF;2725;10;0
HF;2725;10;132
HH;2725;10;1
FF;2739;10;0
HF;2739;10;59
HH;2739;10;2
FF;2758;10;0
HF;2758;10;46
HH;2758;10;0
FF;2770;10;1
HF;2770;10;37
HH;2770;10;0
FF;2771;10;2
HF;2771;10;109
HH;2771;10;0
FF;2789;10;2
HF;2789;10;87
HH;2789;10;2
FF;2790;10;0
HF;2790;10;43
HH;2790;10;0
FF;2814;10;2
HF;2814;10;157
HH;2814;10;5
FF;2827;10;2
HF;2827;10;147
HH;2827;10;6
FF;2850;10;4
HF;2850;10;101
HH;2850;10;2
FF;2861;10;0
