TYPMAR;REGDEP_MAR;SEXE;ETAMAT;NBMARIES
HF;2418;H;4;171
HH-FF;2418;H;4;1
HF;2428;H;4;223
HH-FF;2428;H;4;0
HF;2436;H;4;98
HH-FF;2436;H;4;1
HF;2437;H;4;370
HH-FF;2437;H;4;2
HF;2441;H;4;172
HH-FF;2441;H;4;2
HF;2445;H;4;345
HH-FF;2445;H;4;5
HF;2721;H;4;252
HH-FF;2721;H;4;0
HF;2725;H;4;288
HH-FF;2725;H;4;1
HF;2739;H;4;136
HH-FF;2739;H;4;0
HF;2758;H;4;100
HH-FF;2758;H;4;1
HF;2770;H;4;145
HH-FF;2770;H;4;0
HF;2771;H;4;289
HH-FF;2771;H;4;5
HF;2789;H;4;215
HH-FF;2789;H;4;3
HF;2790;H;4;72
HH-FF;2790;H;4;0
HF;2814;H;4;360
HH-FF;2814;H;4;3
HF;2827;H;4;424
HH-FF;2827;H;4;5
HF;2850;H;4;251
HH-FF;2850;H;4;3
HF;2861;H;4;145
HH-FF;2861;H;4;1
HF;2876;H;4;666
HH-FF;2876;H;4;15
HF;3202;H;4;284
HH-FF;3202;H;4;3
HF;3259;H;4;1506
HH-FF;3259;H;4;12
HF;3260;H;4;398
HH-FF;3260;H;4;2
HF;3262;H;4;859
HH-FF;3262;H;4;7
HF;3280;H;4;294
HH-FF;3280;H;4;7
HF;4408;H;4;144
HH-FF;4408;H;4;0
HF;4410;H;4;158
HH-FF;4410;H;4;0
HF;4451;H;4;263
HH-FF;4451;H;4;4
HF;4452;H;4;95
HH-FF;4452;H;4;0
HF;4454;H;4;427
HH-FF;4454;H;4;1
HF;4455;H;4;101
HH-FF;4455;H;4;2
HF;4457;H;4;645
HH-FF;4457;H;4;3
HF;4467;H;4;682
HH-FF;4467;H;4;5
HF;4468;H;4;545
HH-FF;4468;H;4;3
HF;4488;H;4;198
HH-FF;4488;H;4;7
HF;5244;H;4;700
HH-FF;5244;H;4;10
HF;5249;H;4;382
HH-FF;5249;H;4;4
HF;5253;H;4;129
HH-FF;5253;H;4;1
HF;5272;H;4;218
HH-FF;5272;H;4;3
HF;5285;H;4;417
HH-FF;5285;H;4;8
HF;5322;H;4;302
HH-FF;5322;H;4;2
HF;5329;H;4;429
HH-FF;5329;H;4;6
HF;5335;H;4;396
HH-FF;5335;H;4;6
HF;5356;H;4;369
HH-FF;5356;H;4;3
HF;7516;H;4;238
HH-FF;7516;H;4;3
HF;7517;H;4;493
HH-FF;7517;H;4;4
HF;7519;H;4;138
HH-FF;7519;H;4;3
HF;7523;H;4;57
HH-FF;7523;H;4;1
HF;7524;H;4;293
HH-FF;7524;H;4;3
HF;7533;H;4;1102
HH-FF;7533;H;4;17
HF;7540;H;4;301
HH-FF;7540;H;4;0
HF;7547;H;4;206
HH-FF;7547;H;4;3
HF;7564;H;4;377
HH-FF;7564;H;4;7
HF;7579;H;4;185
HH-FF;7579;H;4;1
HF;7586;H;4;209
HH-FF;7586;H;4;3
HF;7587;H;4;193
HH-FF;7587;H;4;1
HF;7609;H;4;92
HH-FF;7609;H;4;5
HF;7611;H;4;274
HH-FF;7611;H;4;2
HF;7612;H;4;154
HH-FF;7612;H;4;2
HF;7630;H;4;547
HH-FF;7630;H;4;11
HF;7631;H;4;646
HH-FF;7631;H;4;17
HF;7632;H;4;133
HH-FF;7632;H;4;3
HF;7634;H;4;798
HH-FF;7634;H;4;7
HF;7646;H;4;124
HH-FF;7646;H;4;4
HF;7648;H;4;29
HH-FF;7648;H;4;1
HF;7665;H;4;127
HH-FF;7665;H;4;5
HF;7666;H;4;375
HH-FF;7666;H;4;11
HF;7681;H;4;217
HH-FF;7681;H;4;3
HF;7682;H;4;162
HH-FF;7682;H;4;0
HF;8401;H;4;374
HH-FF;8401;H;4;3
HF;8403;H;4;200
HH-FF;8403;H;4;1
HF;8407;H;4;192
HH-FF;8407;H;4;1
HF;8415;H;4;50
HH-FF;8415;H;4;0
HF;8426;H;4;368
HH-FF;8426;H;4;4
HF;8438;H;4;649
HH-FF;8438;H;4;2
HF;8442;H;4;377
HH-FF;8442;H;4;6
HF;8443;H;4;119
HH-FF;8443;H;4;2
HF;8463;H;4;320
HH-FF;8463;H;4;3
HF;8469;H;4;865
HH-FF;8469;H;4;9
HF;8473;H;4;233
HH-FF;8473;H;4;2
HF;8474;H;4;483
HH-FF;8474;H;4;9
HF;9304;H;4;116
HH-FF;9304;H;4;2
HF;9305;H;4;103
HH-FF;9305;H;4;0
HF;9306;H;4;805
HH-FF;9306;H;4;14
HF;9313;H;4;1414
HH-FF;9313;H;4;11
HF;9383;H;4;958
HH-FF;9383;H;4;17
HF;9384;H;4;422
HH-FF;9384;H;4;4
HF;942A;H;4;97
HH-FF;942A;H;4;0
HF;942B;H;4;118
HH-FF;942B;H;4;0
HF;971;H;4;211
HH-FF;971;H;4;0
HF;972;H;4;201
HH-FF;972;H;4;2
HF;973;H;4;88
HH-FF;973;H;4;0
HF;974;H;4;420
HH-FF;974;H;4;4
HF;976;H;4;30
HH-FF;976;H;4;2
HF;1175;F;E;7658
HH-FF;1175;F;E;300
HF;1177;F;E;4835
HH-FF;1177;F;E;122
HF;1178;F;E;4684
HH-FF;1178;F;E;112
HF;1191;F;E;4146
HH-FF;1191;F;E;92
HF;1192;F;E;5502
HH-FF;1192;F;E;136
HF;1193;F;E;5103
HH-FF;1193;F;E;84
HF;1194;F;E;4600
HH-FF;1194;F;E;108
HF;1195;F;E;4415
HH-FF;1195;F;E;60
HF;2418;F;E;865
HH-FF;2418;F;E;20
HF;2428;F;E;1299
HH-FF;2428;F;E;26
HF;2436;F;E;579
HH-FF;2436;F;E;16
HF;2437;F;E;1902
HH-FF;2437;F;E;82
HF;2441;F;E;983
HH-FF;2441;F;E;28
HF;2445;F;E;2085
HH-FF;2445;F;E;64
HF;2721;F;E;1572
HH-FF;2721;F;E;54
HF;2725;F;E;1644
HH-FF;2725;F;E;52
HF;2739;F;E;779
HH-FF;2739;F;E;28
HF;2758;F;E;563
HH-FF;2758;F;E;12
HF;2770;F;E;697
HH-FF;2770;F;E;26
HF;2771;F;E;1617
HH-FF;2771;F;E;38
HF;2789;F;E;1037
HH-FF;2789;F;E;32
HF;2790;F;E;483
HH-FF;2790;F;E;8
HF;2814;F;E;2220
HH-FF;2814;F;E;86
HF;2827;F;E;2033
HH-FF;2827;F;E;72
HF;2850;F;E;1412
HH-FF;2850;F;E;36
HF;2861;F;E;795
HH-FF;2861;F;E;22
HF;2876;F;E;3845
HH-FF;2876;F;E;142
HF;3202;F;E;1462
HH-FF;3202;F;E;54
HF;3259;F;E;8438
HH-FF;3259;F;E;310
HF;3260;F;E;2359
HH-FF;3260;F;E;64
HF;3262;F;E;4483
HH-FF;3262;F;E;210
HF;3280;F;E;1507
HH-FF;3280;F;E;50
HF;4408;F;E;706
HH-FF;4408;F;E;28
HF;4410;F;E;861
HH-FF;4410;F;E;30
HF;4451;F;E;1637
HH-FF;4451;F;E;38
HF;4452;F;E;462
HH-FF;4452;F;E;8
HF;4454;F;E;2217
HH-FF;4454;F;E;72
HF;4455;F;E;507
HH-FF;4455;F;E;8
HF;4457;F;E;3470
HH-FF;4457;F;E;90
HF;4467;F;E;3956
HH-FF;4467;F;E;88
HF;4468;F;E;2672
HH-FF;4468;F;E;56
HF;4488;F;E;1013
HH-FF;4488;F;E;22
HF;5244;F;E;4502
HH-FF;5244;F;E;184
HF;5249;F;E;2560
HH-FF;5249;F;E;84
HF;5253;F;E;870
HH-FF;5253;F;E;24
HF;5272;F;E;1538
HH-FF;5272;F;E;74
HF;5285;F;E;2279
HH-FF;5285;F;E;110
HF;5322;F;E;1714
HH-FF;5322;F;E;84
HF;5329;F;E;2612
HH-FF;5329;F;E;108
HF;5335;F;E;2978
HH-FF;5335;F;E;118
HF;5356;F;E;2357
HH-FF;5356;F;E;82
HF;7516;F;E;1069
HH-FF;7516;F;E;40
HF;7517;F;E;2119
HH-FF;7517;F;E;112
HF;7519;F;E;663
HH-FF;7519;F;E;24
HF;7523;F;E;270
HH-FF;7523;F;E;16
HF;7524;F;E;1302
HH-FF;7524;F;E;52
HF;7533;F;E;5363
HH-FF;7533;F;E;240
HF;7540;F;E;1337
HH-FF;7540;F;E;62
HF;7547;F;E;961
HH-FF;7547;F;E;36
HF;7564;F;E;1890
HH-FF;7564;F;E;86
HF;7579;F;E;926
HH-FF;7579;F;E;30
HF;7586;F;E;1103
HH-FF;7586;F;E;56
HF;7587;F;E;958
HH-FF;7587;F;E;46
HF;7609;F;E;450
HH-FF;7609;F;E;28
HF;7611;F;E;1211
HH-FF;7611;F;E;52
HF;7612;F;E;814
HH-FF;7612;F;E;38
HF;7630;F;E;2675
HH-FF;7630;F;E;102
HF;7631;F;E;4108
HH-FF;7631;F;E;216
HF;7632;F;E;600
HH-FF;7632;F;E;22
HF;7634;F;E;3902
HH-FF;7634;F;E;206
HF;7646;F;E;552
HH-FF;7646;F;E;18
HF;7648;F;E;178
HH-FF;7648;F;E;12
HF;7665;F;E;607
HH-FF;7665;F;E;28
HF;7666;F;E;1558
HH-FF;7666;F;E;68
HF;7681;F;E;1102
HH-FF;7681;F;E;54
HF;7682;F;E;832
HH-FF;7682;F;E;36
HF;8401;F;E;2129
HH-FF;8401;F;E;68
HF;8403;F;E;961
HH-FF;8403;F;E;26
HF;8407;F;E;1064
HH-FF;8407;F;E;40
HF;8415;F;E;357
HH-FF;8415;F;E;14
HF;8426;F;E;1916
HH-FF;8426;F;E;72
HF;8438;F;E;4193
HH-FF;8438;F;E;148
HF;8442;F;E;2383
HH-FF;8442;F;E;54
HF;8443;F;E;676
HH-FF;8443;F;E;12
HF;8463;F;E;1837
HH-FF;8463;F;E;70
HF;8469;F;E;6233
HH-FF;8469;F;E;218
HF;8473;F;E;1440
HH-FF;8473;F;E;46
HF;8474;F;E;2875
HH-FF;8474;F;E;102
HF;9304;F;E;544
HH-FF;9304;F;E;22
HF;9305;F;E;484
HH-FF;9305;F;E;22
HF;9306;F;E;3789
HH-FF;9306;F;E;114
HF;9313;F;E;7312
HH-FF;9313;F;E;210
HF;9383;F;E;4032
HH-FF;9383;F;E;154
HF;9384;F;E;2158
HH-FF;9384;F;E;68
HF;942A;F;E;525
HH-FF;942A;F;E;10
HF;942B;F;E;575
HH-FF;942B;F;E;16
HF;971;F;E;918
HH-FF;971;F;E;10
HF;972;F;E;1045
HH-FF;972;F;E;6
HF;973;F;E;613
HH-FF;973;F;E;6
HF;974;F;E;2957
HH-FF;974;F;E;58
HF;976;F;E;334
HH-FF;976;F;E;0
HF;1175;H;E;7658
HH-FF;1175;H;E;792
HF;1177;H;E;4835
HH-FF;1177;H;E;100
HF;1178;H;E;4684
HH-FF;1178;H;E;76
HF;1191;H;E;4146
HH-FF;1191;H;E;52
HF;1192;H;E;5502
HH-FF;1192;H;E;150
HF;1193;H;E;5103
HH-FF;1193;H;E;92
HF;1194;H;E;4600
HH-FF;1194;H;E;106
HF;1195;H;E;4415
HH-FF;1195;H;E;48
HF;2418;H;E;865
HH-FF;2418;H;E;18
HF;2428;H;E;1299
HH-FF;2428;H;E;22
HF;2436;H;E;579
HH-FF;2436;H;E;14
HF;2437;H;E;1902
HH-FF;2437;H;E;54
HF;2441;H;E;983
HH-FF;2441;H;E;14
HF;2445;H;E;2085
HH-FF;2445;H;E;54
HF;2721;H;E;1572
HH-FF;2721;H;E;38
HF;2725;H;E;1644
HH-FF;2725;H;E;34
HF;2739;H;E;779
HH-FF;2739;H;E;14
HF;2758;H;E;563
HH-FF;2758;H;E;20
HF;2770;H;E;697
HH-FF;2770;H;E;20
HF;2771;H;E;1617
HH-FF;2771;H;E;34
HF;2789;H;E;1037
HH-FF;2789;H;E;30
HF;2790;H;E;483
HH-FF;2790;H;E;6
HF;2814;H;E;2220
HH-FF;2814;H;E;70
HF;2827;H;E;2033
HH-FF;2827;H;E;60
HF;2850;H;E;1412
HH-FF;2850;H;E;56
HF;2861;H;E;795
HH-FF;2861;H;E;38
HF;2876;H;E;3845
HH-FF;2876;H;E;114
HF;3202;H;E;1462
HH-FF;3202;H;E;22
HF;3259;H;E;8438
HH-FF;3259;H;E;198
HF;3260;H;E;2359
HH-FF;3260;H;E;42
HF;3262;H;E;4483
HH-FF;3262;H;E;116
HF;3280;H;E;1507
HH-FF;3280;H;E;32
HF;4408;H;E;706
HH-FF;4408;H;E;16
HF;4410;H;E;861
HH-FF;4410;H;E;12
HF;4451;H;E;1637
HH-FF;4451;H;E;26
HF;4452;H;E;462
HH-FF;4452;H;E;8
HF;4454;H;E;2217
HH-FF;4454;H;E;50
HF;4455;H;E;507
HH-FF;4455;H;E;8
HF;4457;H;E;3470
HH-FF;4457;H;E;46
HF;4467;H;E;3956
HH-FF;4467;H;E;54
HF;4468;H;E;2672
HH-FF;4468;H;E;40
HF;4488;H;E;1013
HH-FF;4488;H;E;22
HF;5244;H;E;4502
HH-FF;5244;H;E;156
HF;5249;H;E;2560
HH-FF;5249;H;E;44
HF;5253;H;E;870
HH-FF;5253;H;E;10
HF;5272;H;E;1538
HH-FF;5272;H;E;48
HF;5285;H;E;2279
HH-FF;5285;H;E;72
HF;5322;H;E;1714
HH-FF;5322;H;E;30
HF;5329;H;E;2612
HH-FF;5329;H;E;60
HF;5335;H;E;2978
HH-FF;5335;H;E;80
HF;5356;H;E;2357
HH-FF;5356;H;E;46
HF;7516;H;E;1069
HH-FF;7516;H;E;38
HF;7517;H;E;2119
HH-FF;7517;H;E;74
HF;7519;H;E;663
HH-FF;7519;H;E;26
HF;7523;H;E;270
HH-FF;7523;H;E;4
HF;7524;H;E;1302
HH-FF;7524;H;E;34
HF;7533;H;E;5363
HH-FF;7533;H;E;178
HF;7540;H;E;1337
HH-FF;7540;H;E;20
HF;7547;H;E;961
HH-FF;7547;H;E;22
HF;7564;H;E;1890
HH-FF;7564;H;E;70
HF;7579;H;E;926
HH-FF;7579;H;E;16
HF;7586;H;E;1103
HH-FF;7586;H;E;28
HF;7587;H;E;958
HH-FF;7587;H;E;34
HF;7609;H;E;450
HH-FF;7609;H;E;24
HF;7611;H;E;1211
HH-FF;7611;H;E;24
HF;7612;H;E;814
HH-FF;7612;H;E;26
HF;7630;H;E;2675
HH-FF;7630;H;E;96
HF;7631;H;E;4108
HH-FF;7631;H;E;152
HF;7632;H;E;600
HH-FF;7632;H;E;20
HF;7634;H;E;3902
HH-FF;7634;H;E;142
HF;7646;H;E;552
HH-FF;7646;H;E;14
HF;7648;H;E;178
HH-FF;7648;H;E;2
HF;7665;H;E;607
HH-FF;7665;H;E;16
HF;7666;H;E;1558
HH-FF;7666;H;E;74
HF;7681;H;E;1102
HH-FF;7681;H;E;24
HF;7682;H;E;832
HH-FF;7682;H;E;18
HF;8401;H;E;2129
HH-FF;8401;H;E;36
HF;8403;H;E;961
HH-FF;8403;H;E;20
HF;8407;H;E;1064
HH-FF;8407;H;E;30
HF;8415;H;E;357
HH-FF;8415;H;E;8
HF;8426;H;E;1916
HH-FF;8426;H;E;42
HF;8438;H;E;4193
HH-FF;8438;H;E;80
HF;8442;H;E;2383
HH-FF;8442;H;E;52
HF;8443;H;E;676
HH-FF;8443;H;E;10
HF;8463;H;E;1837
HH-FF;8463;H;E;64
HF;8469;H;E;6233
HH-FF;8469;H;E;164
HF;8473;H;E;1440
HH-FF;8473;H;E;20
HF;8474;H;E;2875
HH-FF;8474;H;E;70
HF;9304;H;E;544
HH-FF;9304;H;E;22
HF;9305;H;E;484
HH-FF;9305;H;E;2
HF;9306;H;E;3789
HH-FF;9306;H;E;150
HF;9313;H;E;7312
HH-FF;9313;H;E;160
HF;9383;H;E;4032
HH-FF;9383;H;E;130
HF;9384;H;E;2158
HH-FF;9384;H;E;42
HF;942A;H;E;525
HH-FF;942A;H;E;8
HF;942B;H;E;575
HH-FF;942B;H;E;2
HF;971;H;E;918
HH-FF;971;H;E;4
HF;972;H;E;1045
HH-FF;972;H;E;8
HF;973;H;E;613
HH-FF;973;H;E;6
HF;974;H;E;2957
HH-FF;974;H;E;36
HF;976;H;E;334
HH-FF;976;H;E;6
HF;11XX;F;1;35458
HH-FF;11XX;F;1;931
HF;24XX;F;1;6336
HH-FF;24XX;F;1;217
HF;27XX;F;1;6809
HH-FF;27XX;F;1;220
HF;28XX;F;1;8428
HH-FF;28XX;F;1;329
HF;32XX;F;1;14883
HH-FF;32XX;F;1;626
HF;44XX;F;1;14127
HH-FF;44XX;F;1;401
HF;52XX;F;1;9868
HH-FF;52XX;F;1;439
HF;53XX;F;1;8052
HH-FF;53XX;F;1;352
HF;75XX;F;1;14192
HH-FF;75XX;F;1;698
HF;76XX;F;1;14809
HH-FF;76XX;F;1;778
HF;84XX;F;1;21796
HH-FF;84XX;F;1;772
HF;93XX;F;1;14519
HH-FF;93XX;F;1;514
HF;94XX;F;1;889
HH-FF;94XX;F;1;22
HF;97XX;F;1;5112
HH-FF;97XX;F;1;75
HF;11XX;H;1;34888
HH-FF;11XX;H;1;1320
HF;24XX;H;1;6243
HH-FF;24XX;H;1;164
HF;27XX;H;1;6790
HH-FF;27XX;H;1;186
HF;28XX;H;1;8347
HH-FF;28XX;H;1;309
HF;32XX;H;1;14750
HH-FF;32XX;H;1;379
HF;44XX;H;1;14043
HH-FF;44XX;H;1;256
HF;52XX;H;1;9765
HH-FF;52XX;H;1;303
HF;53XX;H;1;8046
HH-FF;53XX;H;1;198
HF;75XX;H;1;13949
HH-FF;75XX;H;1;490
HF;76XX;H;1;14691
HH-FF;76XX;H;1;559
HF;84XX;H;1;21622
HH-FF;84XX;H;1;552
HF;93XX;H;1;14289
HH-FF;93XX;H;1;456
HF;94XX;H;1;874
HH-FF;94XX;H;1;10
HF;97XX;H;1;4848
HH-FF;97XX;H;1;52
HF;11XX;F;3;253
HH-FF;11XX;F;3;1
HF;24XX;F;3;90
HH-FF;24XX;F;3;2
HF;27XX;F;3;108
HH-FF;27XX;F;3;0
HF;28XX;F;3;140
HH-FF;28XX;F;3;2
HF;32XX;F;3;192
HH-FF;32XX;F;3;0
HF;44XX;F;3;169
HH-FF;44XX;F;3;1
HF;52XX;F;3;139
HH-FF;52XX;F;3;1
HF;53XX;F;3;123
HH-FF;53XX;F;3;1
HF;75XX;F;3;221
HH-FF;75XX;F;3;2
HF;76XX;F;3;188
HH-FF;76XX;F;3;4
HF;84XX;F;3;200
HH-FF;84XX;F;3;1
HF;93XX;F;3;183
HH-FF;93XX;F;3;2
HF;94XX;F;3;5
HH-FF;94XX;F;3;0
HF;97XX;F;3;47
HH-FF;97XX;F;3;0
HF;11XX;H;3;307
HH-FF;11XX;H;3;5
HF;24XX;H;3;91
HH-FF;24XX;H;3;1
HF;27XX;H;3;105
HH-FF;27XX;H;3;0
HF;28XX;H;3;112
HH-FF;28XX;H;3;2
HF;32XX;H;3;158
HH-FF;32XX;H;3;0
HF;44XX;H;3;200
HH-FF;44XX;H;3;1
HF;52XX;H;3;138
HH-FF;52XX;H;3;1
HF;53XX;H;3;119
HH-FF;53XX;H;3;1
HF;75XX;H;3;220
HH-FF;75XX;H;3;8
HF;76XX;H;3;220
HH-FF;76XX;H;3;2
HF;84XX;H;3;212
HH-FF;84XX;H;3;2
HF;93XX;H;3;212
HH-FF;93XX;H;3;2
HF;94XX;H;3;11
HH-FF;94XX;H;3;0
HF;97XX;H;3;69
HH-FF;97XX;H;3;0
HF;11XX;F;4;5232
HH-FF;11XX;F;4;82
HF;24XX;F;4;1287
HH-FF;24XX;F;4;17
HF;27XX;F;4;1475
HH-FF;27XX;F;4;30
HF;28XX;F;4;1737
HH-FF;28XX;F;4;27
HF;32XX;F;4;3174
HH-FF;32XX;F;4;62
HF;44XX;F;4;3205
HH-FF;44XX;F;4;38
HF;52XX;F;4;1742
HH-FF;52XX;F;4;36
HF;53XX;F;4;1486
HH-FF;53XX;F;4;39
HF;75XX;F;4;3548
HH-FF;75XX;F;4;100
HF;76XX;F;4;3592
HH-FF;76XX;F;4;98
HF;84XX;F;4;4068
HH-FF;84XX;F;4;97
HF;93XX;F;4;3617
HH-FF;93XX;F;4;74
HF;94XX;F;4;206
HH-FF;94XX;F;4;4
HF;97XX;F;4;708
HH-FF;97XX;F;4;5
HF;11XX;H;4;5748
HH-FF;11XX;H;4;91
HF;24XX;H;4;1379
HH-FF;24XX;H;4;11
HF;27XX;H;4;1497
HH-FF;27XX;H;4;10
HF;28XX;H;4;1846
HH-FF;28XX;H;4;27
HF;32XX;H;4;3341
HH-FF;32XX;H;4;31
HF;44XX;H;4;3258
HH-FF;44XX;H;4;25
HF;52XX;H;4;1846
HH-FF;52XX;H;4;26
HF;53XX;H;4;1496
HH-FF;53XX;H;4;17
HF;75XX;H;4;3792
HH-FF;75XX;H;4;46
HF;76XX;H;4;3678
HH-FF;76XX;H;4;71
HF;84XX;H;4;4230
HH-FF;84XX;H;4;42
HF;93XX;H;4;3818
HH-FF;93XX;H;4;48
HF;94XX;H;4;215
HH-FF;94XX;H;4;0
HF;97XX;H;4;950
HH-FF;97XX;H;4;8
HF;11XX;F;E;40943
HH-FF;11XX;F;E;1014
HF;24XX;F;E;7713
HH-FF;24XX;F;E;236
HF;27XX;F;E;8392
HH-FF;27XX;F;E;250
HF;28XX;F;E;10305
HH-FF;28XX;F;E;358
HF;32XX;F;E;18249
HH-FF;32XX;F;E;688
HF;44XX;F;E;17501
HH-FF;44XX;F;E;440
HF;52XX;F;E;11749
HH-FF;52XX;F;E;476
HF;53XX;F;E;9661
HH-FF;53XX;F;E;392
HF;75XX;F;E;17961
HH-FF;75XX;F;E;800
HF;76XX;F;E;18589
HH-FF;76XX;F;E;880
HF;84XX;F;E;26064
HH-FF;84XX;F;E;870
HF;93XX;F;E;18319
HH-FF;93XX;F;E;590
HF;94XX;F;E;1100
HH-FF;94XX;F;E;26
HF;97XX;F;E;5867
HH-FF;97XX;F;E;80
HF;11XX;H;E;40943
HH-FF;11XX;H;E;1416
HF;24XX;H;E;7713
HH-FF;24XX;H;E;176
HF;27XX;H;E;8392
HH-FF;27XX;H;E;196
HF;28XX;H;E;10305
HH-FF;28XX;H;E;338
HF;32XX;H;E;18249
HH-FF;32XX;H;E;410
HF;44XX;H;E;17501
HH-FF;44XX;H;E;282
HF;52XX;H;E;11749
HH-FF;52XX;H;E;330
HF;53XX;H;E;9661
HH-FF;53XX;H;E;216
HF;75XX;H;E;17961
HH-FF;75XX;H;E;544
HF;76XX;H;E;18589
HH-FF;76XX;H;E;632
HF;84XX;H;E;26064
HH-FF;84XX;H;E;596
HF;93XX;H;E;18319
HH-FF;93XX;H;E;506
HF;94XX;H;E;1100
HH-FF;94XX;H;E;10
HF;97XX;H;E;5867
HH-FF;97XX;H;E;60
HF;FM;F;1;170166
HH-FF;FM;F;1;6299
HF;FE;F;1;175278
HH-FF;FE;F;1;6374
HF;FM;H;1;168297
HH-FF;FM;H;1;5182
HF;FE;H;1;173145
HH-FF;FE;H;1;5234
HF;FM;F;3;2011
HH-FF;FM;F;3;17
HF;FE;F;3;2058
HH-FF;FE;F;3;17
HF;FM;H;3;2105
HH-FF;FM;H;3;25
HF;FE;H;3;2174
HH-FF;FE;H;3;25
HF;FM;F;4;34369
HH-FF;FM;F;4;704
HF;FE;F;4;35077
HH-FF;FE;F;4;709
HF;FM;H;4;36144
HH-FF;FM;H;4;445
HF;FE;H;4;37094
HH-FF;FE;H;4;453
HF;FM;F;E;206546
HH-FF;FM;F;E;7020
HF;FE;F;E;212413
HH-FF;FE;F;E;7100
HF;FM;H;E;206546
HH-FF;FM;H;E;5652
HF;FE;H;E;212413
HH-FF;FE;H;E;5712
